competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Spain - La Liga,2015/2016,['Granada'],Right Wing,6918,Isaac Success,30,28,16,2522,2,11,11,1,57,19,6,5.81,2.69,5,2,23,704,434,103,73,26,-1.55,526.1,955,7997.59,203,123,140,57,12,101,9,21,14,36,16,107,332,78,57,97,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Wing,18721,Robert Ibáñez,18,7,0,752,11,7,4,0,10,2,0,0.58,0.49,1,1,7,200,159,21,11,1,-1.56,253.95,249,1779.65,42,17,21,11,0,25,3,6,4,16,5,55,133,36,8,27,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Center Attacking Midfield,24783,Javi Márquez,19,16,10,1383,3,6,6,0,22,5,0,0.83,0.51,0,1,11,605,428,216,13,52,1.08,450.48,438,2541.31,37,2,12,9,0,71,11,18,5,30,26,72,326,20,37,30,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Center Attacking Midfield,6680,Rubén Rochina,35,29,10,2588,6,19,10,0,78,24,6,3.6,1.5,1,6,39,1327,882,419,38,124,-2.13,837.27,1172,7090.68,134,27,107,71,5,109,28,45,19,42,23,207,495,76,53,96,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Wing,26776,Isaac Cuenca,12,8,6,838,4,2,0,0,10,3,2,1.05,0.34,0,2,3,228,185,42,10,2,2.64,191.71,253,1861.81,38,14,27,15,1,25,5,12,8,18,1,43,132,9,9,15,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Wing,25126,Nicolás López,8,1,0,191,7,1,0,0,7,0,0,0.39,0.22,1,0,3,60,35,13,5,2,0.0,133.82,63,438.85,6,6,10,7,0,11,1,1,1,8,1,18,31,0,4,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Wing,26775,Thievy Bifouma,7,0,0,221,7,0,0,0,2,1,0,0.1,0.1,0,0,2,70,52,11,1,0,0.45,102.97,73,532.19,10,3,13,6,1,13,2,0,0,4,0,10,25,6,5,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Center Forward,6847,Adalberto Peñaranda,23,21,10,1740,2,11,8,0,22,8,5,1.89,1.14,0,3,12,381,276,43,17,5,-3.66,335.05,510,4616.23,100,39,66,40,3,119,6,9,5,40,5,71,397,63,64,41,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Center Forward,26248,David Barral,14,3,0,422,11,2,3,1,17,4,0,1.98,1.32,6,0,2,110,87,18,7,1,0.85,202.01,110,655.49,18,8,7,3,1,18,2,4,2,8,4,18,84,10,17,13,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Unknown,158769,Ivan Kelava,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Center Forward,27109,Youssef El-Arabi,35,27,19,2662,8,8,3,0,72,35,16,13.72,5.77,18,1,21,643,432,111,19,14,0.78,566.51,610,3179.73,50,51,64,37,3,185,16,14,8,33,22,108,523,47,48,54,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Goalkeeper,26753,Javi Varas,31,31,30,2852,0,0,1,1,0,0,0,0.0,0.0,0,0,0,1221,762,861,0,48,-2.83,1361.41,634,2848.44,39,0,3,3,0,0,0,0,0,0,2,176,7,0,2,8,0,40,223,99,0,10
Spain - La Liga,2015/2016,['Las Palmas'],Goalkeeper,7905,Raúl Lizoáin,8,7,7,746,1,0,0,0,0,0,0,0.0,0.0,0,0,0,295,173,213,0,4,-0.5,350.07,128,720.81,17,0,0,0,0,0,0,0,0,0,0,46,1,0,0,2,0,13,71,37,0,2
Spain - La Liga,2015/2016,['Las Palmas'],Right Back,6927,David García,19,18,14,1685,1,4,2,0,9,3,2,0.86,0.61,6,1,7,981,781,302,8,21,-15.98,411.62,608,2277.87,31,3,6,3,1,57,5,43,11,37,66,52,147,3,13,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Back,7906,David Simón,27,24,23,2386,3,1,7,0,12,6,1,1.13,1.0,3,2,19,1411,1107,241,48,16,-29.8,481.98,946,4367.61,79,25,46,20,6,90,16,33,9,51,46,119,381,36,49,25,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Back,27251,Nili,8,4,0,337,4,4,0,0,4,2,0,0.18,0.18,0,0,6,124,91,15,9,3,-7.86,153.38,128,1030.65,23,10,16,10,2,10,3,13,5,6,5,24,75,7,4,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Center Back,27522,Antolín Alcaraz,6,6,6,570,0,0,2,0,2,1,1,0.37,0.37,2,0,2,262,188,91,3,9,-3.37,141.58,156,747.11,10,1,2,2,0,33,8,16,3,12,27,17,56,3,8,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Center Back,8440,Aythami Artiles,31,30,27,2778,1,1,11,2,9,2,0,1.31,1.1,8,1,4,1616,1344,500,1,68,-6.11,722.38,1079,5243.48,80,8,6,3,1,121,9,49,4,52,201,92,233,3,32,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Center Back,7692,Mauricio Lemos,10,8,7,777,2,1,5,0,6,2,0,0.17,0.12,3,0,0,353,294,103,0,21,-5.31,244.96,274,1819.11,33,0,7,6,0,28,2,20,7,19,32,31,59,2,12,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Center Back,7907,Pedro Bigas,27,26,25,2473,1,1,5,0,15,5,3,1.09,0.85,11,0,5,1284,1074,290,4,28,14.23,608.02,929,6186.63,124,5,21,16,0,92,11,73,34,51,164,77,243,4,25,28,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Back,6932,Dani Castellano,27,25,22,2365,2,3,5,0,8,2,0,0.37,0.34,1,0,11,1383,1110,234,26,32,25.23,478.91,1023,6974.96,145,19,58,40,5,112,10,75,23,62,70,105,289,32,29,50,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Back,26448,Javier Garrido,18,18,17,1652,0,1,2,0,1,1,0,0.03,0.03,0,1,5,994,838,214,22,24,17.76,368.69,652,2778.28,39,2,2,2,0,39,2,24,7,41,57,59,146,5,16,4,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Defensive Midfield,3610,Roque Mesa,34,34,20,2931,0,14,12,0,33,7,1,1.81,1.01,1,2,14,2074,1802,241,9,47,-6.99,608.74,1853,13096.49,226,18,67,39,4,87,16,50,28,38,31,238,482,45,49,65,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Defensive Midfield,24144,Ángel Montoro,9,5,3,464,4,2,2,0,1,0,0,0.02,0.02,0,0,6,325,274,43,6,22,-1.96,188.93,253,1333.08,21,0,4,2,0,15,1,20,10,10,14,19,84,2,13,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Center Defensive Midfield,15805,Hernán Santana,18,11,5,988,7,6,4,0,9,4,1,0.34,0.29,4,0,1,562,474,89,1,9,-0.53,327.66,442,2243.71,40,0,12,6,1,38,6,25,10,9,11,67,170,8,21,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Defensive Midfield,6929,Vicente Gómez,21,16,13,1544,5,3,3,0,7,3,1,0.26,0.22,2,1,6,1038,908,106,7,19,-0.35,352.57,818,4270.8,63,12,28,16,1,87,11,20,7,22,30,81,249,15,29,45,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Defensive Midfield,25984,Ángel López,3,0,0,48,3,0,0,0,0,0,0,0.0,0.0,0,0,0,28,25,3,0,2,-1.02,60.76,20,68.22,1,0,0,0,0,0,0,0,0,2,3,2,9,0,2,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Midfield,6608,Nabil El Zhar,30,17,6,1794,13,11,4,0,28,13,2,1.77,0.83,3,4,14,632,492,46,34,18,-7.58,490.53,662,4286.17,98,45,74,30,4,68,7,22,8,28,8,83,242,42,29,36,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Right Midfield,26689,Nauzet Alemán,10,2,0,286,8,2,0,0,3,0,0,0.18,0.18,0,0,5,150,111,22,7,6,-5.74,183.16,111,560.17,10,4,4,2,2,8,0,5,2,3,0,12,42,3,9,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Center Midfield,27521,Emmanuel Culio,12,6,2,598,6,3,2,1,5,1,0,0.13,0.07,0,1,8,364,303,59,4,11,1.03,229.77,345,2208.3,42,2,28,17,1,33,7,11,6,15,3,51,124,8,16,32,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Center Midfield,7904,Javi Castellano,1,1,1,95,0,0,0,0,1,0,0,0.02,0.02,0,0,0,41,33,8,0,2,-0.31,19.94,26,114.28,2,0,0,0,0,5,1,4,4,2,5,5,18,0,2,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Midfield,6934,Momo,23,15,4,1447,8,11,3,0,16,4,0,0.89,0.49,0,3,24,874,715,140,31,39,-2.18,446.48,810,5139.97,88,31,58,41,0,38,10,28,13,20,7,86,211,20,13,32,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Center Attacking Midfield,15602,Juan Carlos Valerón,13,3,1,429,10,2,0,0,1,0,0,0.05,0.05,1,0,6,388,344,69,2,11,-3.17,211.59,343,1261.38,12,1,15,6,2,11,0,3,2,4,4,20,33,7,1,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Center Attacking Midfield,6928,Tana,27,26,10,2184,1,16,2,0,31,15,5,2.8,1.58,0,3,29,1150,952,119,12,21,-2.38,431.4,1158,6926.71,138,53,63,34,3,85,11,23,10,39,5,124,517,71,31,61,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Wing,10755,Jonathan Viera,36,36,27,3248,0,9,4,0,88,36,10,9.93,3.94,2,9,65,1956,1548,301,57,52,12.89,619.73,1913,12871.25,261,73,136,72,14,116,14,30,13,49,15,167,654,86,32,96,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Left Wing,6626,Mubarak Wakaso,19,10,6,996,9,4,11,0,19,6,1,0.46,0.27,0,0,8,497,394,79,17,30,13.46,393.01,497,3095.39,54,13,37,21,1,45,10,16,2,24,13,74,200,25,33,34,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Center Forward,8167,Sergio Araujo,30,20,13,1932,10,7,4,0,61,24,5,6.88,2.76,5,3,16,524,380,47,6,9,12.35,402.19,539,3295.84,66,62,52,26,5,136,14,7,3,35,18,79,280,54,43,24,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Las Palmas'],Center Forward,6721,Willian José,30,19,14,1846,11,5,6,0,54,23,9,5.85,2.0,10,1,20,550,406,73,14,18,6.46,499.1,488,2535.2,29,37,39,26,2,98,7,3,1,15,19,48,261,42,30,36,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Goalkeeper,23843,Diego Mariño,23,23,23,2180,0,0,1,0,0,0,0,0.0,0.0,0,0,2,829,580,589,0,10,-0.03,1014.99,403,1947.3,47,0,1,1,0,0,0,0,0,2,0,131,2,0,0,6,2,43,202,80,0,3
Spain - La Liga,2015/2016,['Levante UD'],Goalkeeper,6730,Rubén Martínez,15,15,15,1425,0,0,4,0,0,0,0,0.0,0.0,0,0,0,413,228,345,0,9,-1.02,757.75,151,795.22,18,0,0,0,0,0,0,0,0,0,1,67,0,0,1,1,0,27,116,42,1,3
Spain - La Liga,2015/2016,['Levante UD'],Right Back,8801,Iván López,13,10,8,1007,3,2,3,0,6,0,0,0.13,0.13,0,0,4,443,311,137,17,22,-11.83,315.74,289,1908.03,40,3,24,17,1,48,13,17,9,26,29,46,130,6,19,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Back,6787,Pedro López,17,16,12,1366,1,4,8,0,6,2,1,0.37,0.37,0,0,3,707,550,187,28,8,-15.72,350.44,453,2355.51,50,9,31,19,3,45,5,33,14,43,36,71,212,8,26,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Center Back,27656,Carl Medjani,14,14,14,1329,0,0,1,0,6,2,1,0.53,0.53,4,0,3,511,393,175,1,15,-5.56,370.77,351,2281.77,54,1,3,2,1,34,3,16,4,19,76,24,82,1,9,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Center Back,26012,David Navarro,20,20,16,1766,0,3,4,1,8,3,0,0.66,0.49,8,0,0,681,550,218,0,27,-3.99,509.91,385,2175.34,39,0,7,5,0,42,6,38,9,25,108,49,105,5,19,10,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Center Back,25824,Ángel Trujillo,8,8,7,704,0,1,0,0,2,0,0,0.04,0.04,0,0,0,190,146,60,0,1,-3.89,180.36,121,590.93,8,0,1,1,0,22,0,10,1,21,31,12,50,1,6,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Back,26023,Juanfran,20,19,13,1590,1,6,8,1,3,0,0,0.15,0.15,1,1,4,765,495,364,26,25,10.8,581.63,470,2552.12,53,1,21,11,2,50,10,35,13,28,54,74,143,5,19,18,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Back,6647,Zouhair Feddal,28,28,27,2656,0,0,10,1,11,3,1,1.47,1.44,9,1,5,1137,848,504,0,39,7.69,795.51,654,4851.93,112,4,9,9,0,81,9,85,21,46,199,104,210,5,40,16,0,0,0,0,0,0
Spain - La Liga,2015/2016,"['Levante UD', 'Valencia']",Left Back,27480,Lucas Orbán,10,9,6,827,1,2,5,1,0,0,0,0.0,0.0,0,0,0,392,303,94,14,9,9.63,206.19,265,1450.32,32,2,14,7,0,47,6,20,6,15,32,40,133,5,22,19,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Back,27154,Nikolaos Karabelas,1,1,1,94,0,0,1,0,0,0,0,0.0,0.0,0,0,0,60,35,23,4,2,0.78,22.21,32,199.15,3,1,1,0,1,3,0,2,1,2,2,4,20,2,5,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Back,6784,Toño,27,26,25,2510,1,1,8,0,11,3,0,0.22,0.19,0,2,21,1356,981,343,92,23,28.15,519.58,926,6233.42,170,17,63,35,3,87,13,61,23,55,63,143,299,41,53,46,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Defensive Midfield,24149,Verza,29,23,18,2244,6,5,13,0,25,5,2,1.95,1.2,0,3,41,1362,1049,337,37,79,-5.19,667.05,934,4973.3,72,4,19,13,2,68,13,34,14,33,31,125,449,15,43,32,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Center Defensive Midfield,23970,José Mari,12,10,4,831,2,6,5,0,13,4,0,0.58,0.32,4,0,3,418,322,99,3,24,-1.08,265.87,282,1230.12,14,0,9,5,1,57,4,17,4,12,20,56,143,5,23,18,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Center Defensive Midfield,27122,Simão,30,26,17,2273,4,7,11,2,13,3,1,0.81,0.56,12,0,3,998,762,250,0,24,0.26,618.81,631,3319.26,49,0,14,9,1,97,11,59,31,48,100,129,337,7,58,38,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Midfield,26211,Joan Verdú,13,10,8,964,3,2,0,0,9,2,1,0.75,0.53,0,1,17,510,427,74,11,12,0.02,227.66,420,2212.82,34,16,19,13,0,23,4,11,4,17,5,59,138,11,8,14,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Midfield,27123,Jordi Xumetra,13,5,0,557,8,5,5,0,8,3,0,0.79,0.51,0,0,4,147,100,17,11,0,-2.08,218.66,131,828.78,12,4,9,2,1,22,0,0,0,11,1,24,95,14,13,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Midfield,27463,Mauricio Cuero,13,5,1,519,8,4,1,0,10,4,0,0.31,0.19,0,1,6,142,91,8,20,3,-10.79,210.25,174,1703.31,49,17,28,17,0,15,2,4,3,7,3,25,78,16,8,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Center Midfield,5678,Jefferson Lerma,33,31,26,2815,2,5,11,0,37,3,1,2.18,1.29,4,2,24,1211,896,284,37,37,-7.68,640.14,873,4465.63,74,10,34,17,2,112,13,53,23,42,59,168,474,31,55,28,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Midfield,6659,Víctor Camarasa,34,21,12,2235,13,10,4,0,28,8,2,2.38,1.87,2,3,18,1098,917,149,13,45,0.89,620.99,968,5896.81,96,17,48,25,2,99,16,32,18,30,31,140,462,43,43,32,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Midfield,6668,José Luis Morales,35,31,19,2796,4,12,4,0,72,22,7,5.05,1.96,4,4,51,1002,674,200,105,45,4.39,650.18,1076,9859.27,254,99,169,88,8,86,11,43,25,60,13,163,509,108,23,40,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Midfield,23943,Rubén García,22,9,5,1104,13,4,5,0,16,7,1,0.71,0.6,1,0,21,464,309,86,25,25,1.75,432.21,435,2911.05,69,26,50,28,3,55,6,13,7,32,10,62,272,33,27,29,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Right Center Forward,27250,Nabil Ghilas,20,10,4,1085,10,6,1,0,21,5,0,1.7,0.84,2,1,9,235,146,24,7,3,-0.51,270.96,239,1764.67,44,31,37,18,5,62,2,8,3,14,9,29,168,29,24,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Forward,25134,Deyverson,33,24,10,2266,9,12,12,2,72,30,9,8.34,3.15,24,1,20,640,360,118,20,9,0.94,505.39,463,2298.29,39,44,43,17,5,165,10,22,8,34,28,99,476,45,53,76,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Forward,7141,Giuseppe Rossi,17,15,5,1195,2,10,1,0,33,17,6,4.59,1.93,2,2,20,331,262,39,5,8,1.56,262.46,390,2161.54,33,34,49,30,3,51,4,7,3,20,8,55,221,41,13,21,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Forward,6684,Roger Martí,16,7,2,699,9,5,4,0,21,11,0,1.88,0.88,3,0,6,130,78,12,3,0,-4.29,235.98,144,839.66,13,20,9,6,0,39,6,1,1,5,4,24,152,17,24,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Levante UD'],Left Center Forward,23791,Víctor Casadesús,23,8,4,1042,15,4,4,0,12,3,3,1.19,1.15,4,1,11,387,262,55,7,6,5.08,364.41,317,1804.2,23,8,19,15,1,73,0,8,3,13,7,43,128,14,24,16,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Goalkeeper,26103,Carlos Kameni,28,28,27,2601,0,1,2,0,0,0,0,0.0,0.0,0,1,0,782,516,615,0,24,0.94,1285.48,302,1760.73,40,0,2,2,0,0,0,0,0,1,1,142,2,0,0,1,1,25,197,78,1,10
Spain - La Liga,2015/2016,['Málaga'],Goalkeeper,5577,Guillermo Ochoa,11,10,10,1008,1,0,0,0,0,0,0,0.0,0.0,0,0,0,294,167,236,0,6,-1.41,556.88,126,718.16,18,0,0,0,0,0,0,0,0,1,0,54,2,0,0,0,0,10,74,29,0,3
Spain - La Liga,2015/2016,['Málaga'],Right Back,6569,Roberto Rosales,35,35,34,3244,0,1,5,0,18,3,0,0.47,0.29,0,3,16,1715,1238,533,101,47,-30.65,753.07,1131,5976.16,119,20,53,27,4,151,29,68,39,88,77,200,440,30,39,40,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Center Back,27184,Marcos Angeleri,13,13,12,1173,0,1,3,0,3,0,0,0.28,0.28,2,0,2,384,297,132,0,12,-0.76,308.33,235,1993.58,44,1,1,0,1,47,5,23,7,15,65,41,119,1,15,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Center Back,6727,Raúl Albentosa,29,27,27,2698,2,0,11,0,17,7,2,1.64,0.95,14,0,8,1076,766,477,4,38,-5.67,770.45,598,3477.02,58,7,6,5,0,92,7,61,16,41,141,110,213,3,33,13,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Center Back,16723,Egor Filipenko,8,6,4,590,2,2,1,0,8,0,0,0.43,0.25,4,0,0,179,132,61,0,2,0.16,172.38,111,560.82,7,1,0,0,0,20,3,22,6,16,36,21,56,3,3,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Center Back,26669,Weligton,30,30,27,2742,0,3,5,0,4,0,0,0.38,0.38,4,2,4,1191,862,504,3,21,11.16,813.25,682,3953.35,64,1,4,2,0,94,11,64,12,54,159,134,258,5,35,26,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Back,27335,Arthur Boka,14,12,7,1092,2,4,4,1,7,2,0,0.57,0.49,0,0,5,666,505,168,22,13,13.52,254.72,462,2421.61,45,11,29,13,3,48,5,23,11,25,18,71,116,15,17,19,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Back,6844,Federico Ricca,8,7,6,672,1,1,3,0,2,1,1,0.32,0.32,0,1,5,353,245,107,16,7,7.62,145.16,197,857.57,14,2,2,2,0,42,6,17,8,21,24,36,92,6,11,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Back,6878,Miguel Torres,23,22,20,2067,1,2,9,0,1,0,0,0.02,0.02,0,2,8,901,634,294,21,15,11.2,497.2,436,1871.95,23,0,6,3,0,91,11,33,3,67,62,48,241,3,25,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Defensive Midfield,19431,Fernando Tissone,12,12,9,1041,0,1,4,2,8,1,0,0.24,0.18,0,0,12,559,428,192,7,17,-0.65,267.98,413,1963.28,25,3,15,11,4,36,4,27,10,13,18,68,162,7,35,8,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Defensive Midfield,8234,Ignacio Camacho,23,23,21,2116,0,1,8,1,24,9,2,1.92,1.36,10,1,10,1167,864,271,8,37,-0.96,439.97,805,3326.33,47,8,18,15,1,138,21,64,25,40,63,143,442,18,57,47,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Defensive Midfield,6764,Pablo Fornals,27,12,6,1396,15,6,1,0,22,4,1,1.41,0.72,1,0,14,738,564,152,4,21,1.41,502.14,636,3268.95,54,10,33,16,2,58,8,24,8,16,14,103,229,22,16,16,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Defensive Midfield,6580,Recio,33,32,24,2878,1,8,16,0,36,13,0,1.92,1.52,0,4,30,1483,1174,273,22,56,0.19,648.36,1219,7126.98,120,30,60,36,4,144,18,43,19,61,31,200,590,30,80,47,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Defensive Midfield,3236,Sergi Darder,1,1,0,85,0,1,1,0,3,1,0,0.07,0.02,0,0,1,40,34,8,1,1,0.01,21.24,31,224.34,7,1,3,3,0,5,0,1,0,0,0,3,14,2,1,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Midfield,3084,Christian Atsu,11,3,2,435,8,1,0,0,9,6,2,1.24,1.02,0,0,6,143,112,15,9,1,-2.91,171.2,162,1550.68,38,16,23,13,1,24,2,3,2,9,1,18,65,8,3,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Midfield,25859,Duda,26,10,5,1164,16,5,5,0,23,8,1,2.03,1.54,1,1,35,730,446,224,45,17,-2.18,555.95,626,3263.28,46,17,46,26,9,51,6,26,14,23,5,73,178,42,20,48,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Midfield,6563,Juanpi,29,18,6,1707,11,12,6,0,32,11,4,3.45,1.96,0,1,27,684,505,112,17,15,-7.0,499.25,748,4786.37,99,32,93,41,7,61,5,26,12,45,12,123,391,51,27,48,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Midfield,3302,Nordin Amrabat,13,13,4,1027,0,8,5,1,28,8,0,2.36,0.73,1,1,15,313,197,44,47,15,-1.84,232.07,418,3285.81,89,39,38,24,0,49,6,4,3,9,3,58,174,46,39,37,0,0,0,0,0,0
Spain - La Liga,2015/2016,"['Málaga', 'Real Sociedad']",Left Midfield,6740,Chory Castro,24,16,8,1477,8,8,1,0,20,6,1,0.99,0.54,0,3,33,667,414,141,77,46,12.07,496.12,619,4670.09,115,41,62,37,5,55,4,18,10,34,2,95,213,43,18,28,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Midfield,20063,Javi Ontiveros,4,0,0,75,4,0,0,0,1,1,0,0.02,0.02,0,0,2,43,33,8,2,2,3.4,63.53,46,246.87,1,0,2,2,0,5,1,1,0,1,0,9,17,3,5,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Midfield,6559,Juan Carlos,19,14,10,1323,5,4,1,0,15,5,1,1.37,1.1,1,2,14,535,384,94,32,11,18.34,326.87,418,2564.24,54,21,25,14,2,61,5,23,9,37,20,53,156,17,22,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Midfield,10868,Ricardo Horta,17,9,0,822,8,10,2,0,18,2,0,1.12,0.56,0,0,7,299,231,43,9,10,5.22,296.47,302,1821.68,31,18,29,16,5,46,2,12,5,20,8,38,172,18,20,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Wing,11212,Fábio Espinho,2,0,0,98,2,0,0,0,2,1,0,0.05,0.02,0,0,1,55,45,6,2,1,-1.23,32.87,49,248.78,4,2,4,1,0,1,0,1,1,2,0,0,7,4,0,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Center Attacking Midfield,49433,Hachim Mastour,1,0,0,12,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,0,0,0,1.71,12.82,1,9.04,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Wing,8264,Adnane Tighadouini,10,4,0,417,6,4,0,0,15,5,1,0.83,0.37,2,0,5,146,88,19,9,10,2.36,160.9,155,1226.87,30,19,34,16,3,14,1,0,0,3,0,22,48,5,5,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Right Center Forward,23930,Ikechukwu Uche,3,1,0,91,2,1,0,0,1,1,0,0.04,0.04,0,0,1,27,22,3,0,0,0.65,26.54,28,99.74,2,1,2,1,1,4,0,0,0,1,0,0,9,2,3,3,0,0,0,0,0,0
