competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Spain - La Liga,2015/2016,['Eibar'],Left Center Back,27239,Aleksandar Pantić,20,18,17,1765,2,1,6,0,10,1,0,0.85,0.78,8,0,1,530,338,214,0,10,1.28,504.36,270,1508.06,15,1,3,2,0,70,2,45,12,25,112,69,126,1,27,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Center Back,6778,Iván Ramis,23,21,17,1886,2,3,7,1,8,1,0,0.44,0.41,2,1,3,751,582,255,3,38,1.94,565.75,445,3017.68,52,2,8,5,1,63,3,38,17,24,114,77,124,1,18,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Center Back,26764,Jon Ansotegi Gorostola,8,6,6,576,2,0,0,0,4,1,0,0.32,0.24,3,0,2,179,123,74,0,6,0.14,185.94,85,351.84,1,0,0,0,0,18,0,11,3,4,39,3,50,0,5,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Back,166764,Ander Gayoso,1,0,0,10,1,0,0,0,0,0,0,0.0,0.0,0,0,0,6,4,3,0,0,1.37,27.3,4,20.56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Back,6675,Antonio Luna,15,12,8,1058,3,4,2,0,2,1,0,0.11,0.11,0,1,4,524,374,164,21,7,11.26,294.14,310,1976.92,39,5,11,8,0,40,11,30,13,28,24,46,145,7,8,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Back,6776,David Juncà,31,25,23,2471,6,2,8,0,9,0,0,0.32,0.19,0,4,16,1281,859,452,73,45,25.29,693.2,784,4988.4,124,11,44,24,4,103,17,53,21,51,53,95,357,20,43,37,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Back,24508,Lillo Castellano,10,5,3,586,5,1,5,1,4,0,0,0.43,0.23,0,0,2,341,246,116,10,12,1.08,249.16,195,1150.95,19,3,2,1,1,15,3,14,3,14,12,16,55,1,16,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Right Defensive Midfield,6712,Gonzalo Escalante,34,32,23,2949,2,9,15,0,24,5,3,2.62,2.14,4,1,14,1294,944,304,17,39,-2.65,655.13,942,4485.48,56,16,63,38,6,201,45,74,36,86,50,210,794,37,106,35,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Right Defensive Midfield,24453,Josip Radošević,8,5,2,423,3,2,2,1,1,0,0,0.01,0.01,0,0,1,194,143,38,3,7,-4.56,140.62,132,667.61,6,2,3,2,1,24,6,10,3,11,7,31,145,6,20,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Defensive Midfield,6775,Dani García,35,35,30,3195,0,5,15,0,20,4,0,1.31,0.76,0,0,14,1761,1323,532,11,112,-0.69,870.2,1155,5570.75,74,3,29,18,5,145,26,63,33,67,54,223,559,27,65,50,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Right Midfield,197562,Iñigo Barrenetxea,2,0,0,15,2,0,0,0,0,0,0,0.0,0.0,0,0,1,7,6,3,0,0,-1.15,22.23,5,38.79,1,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Right Midfield,6742,Keko,29,27,16,2395,2,10,5,1,36,13,3,2.87,1.59,1,3,38,920,597,161,104,38,-18.74,534.49,947,6634.75,155,69,82,40,1,151,30,26,13,55,8,182,699,71,50,69,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Midfield,5687,Takashi Inui,27,18,6,1703,9,12,1,0,36,10,3,2.73,1.57,2,3,20,565,387,78,44,22,12.05,521.34,559,3484.27,77,53,45,28,2,67,9,20,11,18,2,64,330,42,24,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Attacking Midfield,6557,Adrián González,32,26,14,2321,6,12,6,0,47,19,5,4.83,1.91,9,0,17,1030,732,199,29,36,3.57,617.1,686,2895.74,38,13,29,12,2,108,5,27,9,50,24,126,381,29,47,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Attacking Midfield,23799,Eddy Silvestre,6,1,1,235,5,0,2,0,2,1,0,0.07,0.07,0,0,1,79,54,19,0,1,-1.12,109.71,51,181.12,1,1,0,0,0,14,1,6,3,10,4,12,56,2,11,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Attacking Midfield,9462,Jota Peleteiro,13,8,5,737,5,3,1,0,14,5,0,0.92,0.47,0,0,14,260,181,48,18,21,-4.39,293.89,278,2434.36,55,19,50,33,4,31,4,6,3,22,0,53,153,29,23,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Attacking Midfield,7170,Simone Verdi,9,3,0,317,6,3,2,0,6,1,0,0.22,0.22,0,0,5,84,66,13,4,1,2.9,144.58,93,596.91,10,3,11,5,0,7,1,4,3,12,0,16,92,7,15,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Wing,9403,Izet Hajrović,7,2,0,194,5,2,0,0,1,0,0,0.01,0.01,0,0,3,79,54,10,3,8,-3.88,125.41,62,369.98,8,0,6,0,1,4,2,1,1,5,1,8,47,9,4,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Left Wing,24070,Saúl Berjón,29,16,4,1476,13,12,1,0,34,13,4,5.56,3.75,0,4,34,684,392,138,53,69,4.76,609.59,520,3392.55,68,30,60,17,5,68,3,18,10,36,8,85,219,38,29,12,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Forward,6566,Borja Bastón,36,29,15,2691,7,14,3,0,94,42,18,16.87,6.5,18,3,16,647,449,62,14,8,-7.1,521.49,532,2618.02,36,66,26,15,1,186,4,8,0,38,11,78,551,42,41,35,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Forward,197493,Mikel Arruabarrena,6,0,0,82,6,0,0,0,1,1,1,0.91,0.91,0,0,0,34,32,2,0,1,0.95,75.42,25,86.37,0,1,0,0,0,3,2,0,0,0,1,1,21,2,1,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Eibar'],Center Forward,6700,Sergi Enrich,38,25,13,2547,13,12,4,0,44,21,9,7.42,3.91,11,7,21,857,582,87,18,9,1.14,546.01,621,3035.98,51,70,44,22,1,277,10,9,6,41,18,101,573,57,62,60,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Goalkeeper,31904,Giedrius Arlauskis,3,3,2,233,0,1,0,0,0,0,0,0.0,0.0,0,0,0,71,30,58,0,2,-0.41,156.61,30,214.65,2,0,0,0,0,2,1,0,0,0,0,12,3,0,0,0,0,12,19,7,0,0
Spain - La Liga,2015/2016,['Espanyol'],Goalkeeper,6792,Pau López,36,35,35,3371,1,0,4,0,0,0,0,0.0,0.0,0,0,0,979,541,791,0,27,0.12,1831.29,408,2466.16,67,0,0,0,0,0,0,0,0,2,1,171,7,0,0,7,0,62,296,102,0,7
Spain - La Liga,2015/2016,['Espanyol'],Right Back,6709,Anaitz Arbilla,7,7,7,661,0,0,3,0,7,2,0,0.35,0.19,0,0,7,421,329,109,7,15,-5.5,136.58,272,1277.23,25,2,10,6,1,29,11,13,6,14,20,32,98,9,16,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Back,6791,Javi López,31,28,24,2556,3,4,11,0,5,2,0,0.14,0.14,0,2,7,1231,883,375,41,19,-19.17,616.43,822,4243.71,89,4,37,21,3,131,26,66,30,50,80,138,440,11,57,35,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Back,23974,Rober Correa,7,5,2,489,2,2,3,1,0,0,0,0.0,0.0,0,0,1,283,223,54,3,4,-6.79,119.04,182,1094.09,23,0,5,1,1,20,2,7,6,11,9,33,68,6,11,4,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Center Back,6762,Álvaro González,36,36,35,3399,0,1,10,0,18,6,0,1.32,0.91,15,1,10,1528,1139,601,12,66,-10.07,967.34,931,5805.23,124,4,11,9,0,104,13,53,18,58,205,121,249,7,33,35,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Center Back,24086,Antonio Raillo,4,4,4,380,0,0,1,0,4,1,0,0.22,0.18,4,0,1,113,86,30,0,1,-0.06,93.77,63,360.44,6,0,0,0,0,14,5,9,1,2,14,10,28,0,3,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Center Back,16456,Enzo Roco,33,26,26,2626,7,0,9,0,11,2,2,1.0,0.81,8,0,2,984,792,339,6,52,13.75,859.36,672,3772.37,59,5,8,6,0,62,5,51,19,48,147,75,241,10,39,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Center Back,15297,Mickaël Ciani,2,2,1,138,0,1,0,0,0,0,0,0.0,0.0,0,0,0,96,72,30,0,2,0.06,49.3,56,339.14,5,0,0,0,0,6,1,3,0,1,6,5,16,1,1,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Center Back,5598,Óscar Duarte,14,13,12,1263,1,1,5,0,9,3,1,1.52,0.74,7,1,1,468,349,161,1,12,2.98,354.72,258,1336.2,18,1,2,2,0,43,3,29,4,24,82,55,133,4,23,5,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Back,4741,Juan Rafael Fuentes,10,9,6,792,1,3,2,0,1,1,0,0.02,0.02,0,0,2,349,272,88,12,6,10.65,182.96,206,955.9,21,4,6,3,0,33,3,11,3,19,33,27,92,1,9,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Back,6612,Rubén Duarte,22,21,19,1962,1,2,5,0,10,2,0,0.38,0.32,0,1,9,871,628,255,44,21,20.4,463.2,525,2657.58,58,10,10,4,1,100,12,61,15,48,46,72,306,8,37,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Defensive Midfield,6867,Pape Diop,30,29,24,2604,1,4,14,1,22,8,3,1.51,1.0,8,0,3,1206,931,335,1,36,4.07,642.52,866,3839.06,61,6,25,18,0,170,21,74,33,57,63,165,497,22,89,58,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Defensive Midfield,6758,Víctor Sánchez,29,28,15,2396,1,11,13,2,24,8,1,1.98,1.4,2,5,17,1034,788,207,18,28,-0.92,552.8,819,3640.48,42,15,34,27,2,156,28,46,13,47,24,125,714,31,75,45,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Defensive Midfield,6701,Joan Jordán,9,5,4,658,4,1,3,0,9,4,1,0.29,0.15,1,0,10,376,322,70,3,17,1.2,185.24,289,1296.54,10,3,14,9,1,31,7,10,4,15,11,29,160,4,19,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Defensive Midfield,18407,José Alberto Cañas,13,7,4,738,6,3,5,0,0,0,0,0.0,0.0,0,0,3,397,321,87,1,19,2.74,302.34,296,1470.02,17,0,4,4,1,27,2,15,7,20,12,44,135,7,15,16,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Center Midfield,27148,Abraham González,20,13,6,1168,7,7,1,0,16,8,1,2.82,1.84,3,1,15,531,414,107,12,23,3.17,432.74,381,1423.41,12,9,6,2,3,46,6,25,4,24,7,56,207,7,14,9,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Wing,6838,Hernán Pérez,32,27,20,2571,5,7,12,0,47,18,7,4.73,2.29,7,1,25,1019,688,139,86,39,-19.09,556.71,1059,8209.26,190,81,169,96,11,109,11,37,19,53,19,159,560,68,101,62,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Right Wing,24578,Paco Montañés,7,2,1,300,5,1,1,0,3,2,0,0.19,0.19,1,0,2,84,56,17,5,1,-4.4,111.06,92,660.89,16,6,10,5,0,13,2,5,3,2,4,6,65,3,6,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Center Attacking Midfield,5719,Marco Asensio Willemsen,34,33,24,2952,1,9,3,0,59,19,4,6.03,2.18,1,9,57,1315,945,231,73,63,-0.54,664.07,1241,10259.5,240,54,112,61,6,100,20,22,12,55,7,194,567,67,48,71,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Center Attacking Midfield,24072,Salva Sevilla,15,5,2,582,10,3,3,0,7,4,1,1.33,0.87,1,0,11,332,276,58,5,13,1.6,256.25,272,1363.53,25,1,4,4,0,17,1,4,2,6,2,25,93,7,5,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Wing,6624,Burgui,26,8,1,1072,18,7,0,0,30,11,1,3.04,1.58,0,3,16,430,295,58,37,16,24.6,427.85,434,3940.08,94,65,50,23,3,29,8,8,3,22,2,41,139,21,8,21,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Left Wing,27241,Víctor Álvarez,27,25,12,2035,2,13,6,0,13,2,1,1.59,1.49,2,2,12,757,510,204,28,22,18.15,526.77,617,3219.78,61,21,54,26,9,87,19,38,14,50,36,87,340,34,39,34,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Center Forward,7781,Felipe Caicedo,31,26,13,2226,5,14,6,0,42,18,8,7.42,3.83,10,0,14,520,383,43,10,4,-5.63,422.83,495,3259.26,59,49,67,38,1,170,9,6,3,30,14,45,315,38,55,40,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Center Forward,6766,Gerard Moreno,32,19,9,2019,13,10,4,1,54,21,7,7.37,3.33,9,3,13,665,474,78,20,21,-5.06,550.81,706,3973.21,59,81,103,57,5,148,9,19,8,31,17,76,350,65,46,26,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Espanyol'],Center Forward,23924,Mamadou Sylla,13,2,1,388,11,1,3,0,8,1,0,1.26,1.14,3,0,3,68,46,7,5,1,-6.75,199.8,78,505.43,10,9,12,6,0,25,3,0,0,2,3,11,84,11,16,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Goalkeeper,6625,Vicente Guaita,38,38,38,3596,0,0,2,0,0,0,0,0.0,0.0,0,0,2,1153,609,928,0,26,3.09,1966.43,486,2825.76,59,0,1,1,0,0,0,0,0,1,0,174,2,0,0,4,0,67,285,127,2,8
Spain - La Liga,2015/2016,['Getafe'],Right Back,6856,Carlos Vigaray,14,14,12,1252,0,1,6,1,4,2,1,0.29,0.15,1,0,7,507,383,134,14,8,0.39,299.54,326,1894.14,36,1,23,12,2,66,12,25,13,31,36,49,203,11,23,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Back,6627,Damián Suárez,31,30,27,2767,1,2,7,1,9,2,0,0.2,0.17,0,3,25,1684,1279,519,37,32,-22.29,630.33,996,4385.44,77,12,51,19,7,119,18,54,18,69,55,135,487,18,50,35,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Back,220761,Miguel Muñoz,3,2,0,208,1,2,1,0,0,0,0,0.0,0.0,0,0,1,91,75,22,0,1,-3.07,52.22,61,409.27,8,0,1,1,0,9,2,8,5,4,9,6,41,4,1,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Center Back,17054,Emiliano Velázquez,11,11,10,1016,0,1,7,0,8,4,3,1.01,0.58,3,1,3,384,254,170,1,9,-1.07,304.21,238,1141.46,10,1,9,6,1,50,4,32,9,16,52,43,119,2,15,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Center Back,27403,Santiago Vergini,26,24,23,2320,2,0,8,1,8,2,0,0.83,0.46,4,0,1,927,770,248,0,24,-9.1,630.83,651,4195.43,77,0,15,10,1,66,10,73,30,30,101,121,198,5,26,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Center Back,6614,Alexis Ruano,15,15,15,1418,0,0,7,0,3,1,1,0.1,0.1,2,0,6,550,435,196,2,32,6.32,396.29,356,1822.53,24,1,8,5,1,26,4,45,12,22,71,50,55,4,11,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Center Back,6861,Juan Cala,22,21,20,2012,1,0,11,1,6,1,1,0.88,0.88,3,1,3,783,587,306,1,72,2.98,648.36,497,3071.08,49,1,9,6,0,79,9,52,27,37,109,85,223,5,36,26,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Back,27092,Abdoul Karim Yoda,18,8,8,1054,10,0,3,0,8,1,0,0.82,0.75,0,0,10,526,392,114,27,24,9.36,312.68,447,3676.65,101,21,67,40,6,32,9,22,15,20,20,67,172,18,16,10,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Back,26941,Javi Noblejas,1,1,1,95,0,0,1,0,0,0,0,0.0,0.0,0,0,0,68,49,19,4,3,0.79,21.31,39,183.54,3,0,1,0,0,6,1,0,0,3,3,4,17,2,3,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Back,27054,Roberto Lago,17,17,13,1425,0,4,6,0,4,0,0,0.1,0.1,0,2,9,670,532,154,16,6,15.62,296.83,402,2176.26,53,5,20,12,0,53,8,35,16,24,35,41,212,7,26,15,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Back,27402,Álvaro Pereira,6,6,3,426,0,2,3,1,2,0,0,0.02,0.02,0,0,3,189,123,74,5,2,4.19,116.74,107,452.98,8,0,2,0,0,26,2,12,2,13,20,8,80,1,8,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Defensive Midfield,25881,Juan Rodríguez,32,30,20,2622,2,10,11,0,19,5,0,1.11,0.9,7,1,6,1147,901,269,7,51,-0.05,690.95,736,3639.69,54,4,16,11,0,127,12,67,17,52,64,107,456,10,59,31,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Defensive Midfield,6736,Álvaro Medrán,20,16,11,1555,4,5,7,0,31,13,2,1.79,0.68,5,1,7,614,502,125,2,41,-1.37,428.11,567,3639.87,56,9,30,16,6,72,10,26,11,18,22,106,303,40,36,29,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Defensive Midfield,6745,Mehdi Lacen,31,31,27,2791,0,4,8,0,14,0,0,0.37,0.26,0,0,11,1446,1175,311,6,66,2.82,624.71,1083,5784.83,84,3,23,16,1,119,22,53,27,46,46,213,664,40,67,43,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Wing,27970,Ian González,1,0,0,18,1,0,0,0,1,0,0,0.26,0.26,0,0,0,11,9,1,0,0,1.27,11.1,11,98.54,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Wing,6720,Pablo Sarabia,31,30,20,2637,1,10,9,0,65,32,7,4.27,1.99,5,6,65,1208,766,194,112,88,-3.87,600.58,1214,9331.54,236,77,112,45,6,91,19,36,20,72,12,173,630,70,48,66,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Wing,6907,Pedro León,31,23,6,1911,8,17,5,0,44,10,2,3.49,2.22,1,4,30,764,454,145,72,48,-10.14,607.21,711,5326.38,121,51,96,56,7,71,7,27,13,35,9,87,367,48,49,42,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Center Attacking Midfield,27401,Bernard Mensah,8,0,0,95,8,0,0,0,2,0,0,0.02,0.02,0,0,0,42,38,3,1,1,2.71,116.89,54,463.54,9,3,6,4,0,3,1,0,0,1,0,3,21,2,6,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Center Attacking Midfield,11813,Emiliano Buendía,17,6,4,807,11,2,5,1,13,4,1,0.86,0.75,0,0,5,366,302,66,7,12,-2.38,299.46,327,2088.71,44,9,18,9,2,50,9,21,8,15,9,68,204,19,22,20,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Center Attacking Midfield,15893,Víctor Rodríguez,33,26,12,2405,7,14,1,0,45,12,2,3.7,1.83,4,1,21,1042,863,107,25,13,2.57,513.79,1071,7428.07,148,72,67,34,4,84,8,34,17,40,5,145,549,54,25,43,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Wing,11675,Moi Gómez,22,9,3,998,13,6,3,0,16,9,2,1.07,0.88,0,3,5,430,350,74,12,11,9.94,411.77,412,2933.12,58,14,31,21,2,30,4,12,5,16,2,70,210,12,21,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Wing,16426,Wanderson Maciel Sousa Campos,20,6,2,840,14,4,2,0,24,3,0,1.22,0.67,0,0,7,262,193,38,20,8,4.34,326.69,328,3169.87,75,14,47,31,3,33,5,10,3,20,7,55,191,22,22,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Left Wing,26020,Ángel Lafita,14,12,4,1045,2,8,5,0,28,11,3,2.06,0.89,0,2,7,276,177,43,15,6,3.26,220.86,317,2011.17,47,19,40,16,2,52,6,13,7,20,13,54,200,37,35,24,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Right Center Forward,26647,Henok Goitom,2,1,1,133,1,0,0,0,4,0,0,0.36,0.09,2,0,2,33,21,2,0,0,-0.39,25.47,20,45.67,0,0,1,0,0,13,0,1,1,2,0,3,13,4,3,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Center Forward,23416,Stefan Šćepović,34,17,11,1940,17,6,4,0,30,16,6,5.31,3.22,12,1,20,492,341,48,10,2,10.63,444.98,411,1857.88,23,37,19,7,1,109,2,8,8,23,20,32,205,28,17,43,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Getafe'],Center Forward,24035,Álvaro Vázquez,34,24,8,2077,10,16,6,0,48,16,5,9.3,4.98,11,4,20,415,280,35,24,11,-5.19,498.97,401,2076.9,40,55,37,13,4,131,3,16,5,23,14,54,360,49,29,34,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Goalkeeper,8697,Andrés Fernández,37,37,36,3519,0,0,6,1,0,0,0,0.0,0.0,0,0,2,1136,644,911,0,50,-0.56,1851.57,489,2694.82,60,0,2,1,1,1,1,0,0,2,2,212,6,0,1,9,0,66,251,103,0,4
Spain - La Liga,2015/2016,['Granada'],Goalkeeper,27240,Jesús Fernández,1,1,1,98,0,0,0,0,0,0,0,0.0,0.0,0,0,1,43,18,41,0,0,-0.02,58.88,13,73.37,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,16,4,0,0
Spain - La Liga,2015/2016,['Granada'],Right Back,4546,Dimitri Foulquier,21,16,15,1633,5,2,5,0,6,1,1,0.96,0.93,0,1,10,698,534,142,20,8,-13.44,368.67,409,2827.64,71,20,41,19,2,60,14,44,12,38,38,76,248,17,28,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Back,20064,Miguel Lopes,26,23,17,2072,3,5,9,1,11,4,0,0.25,0.23,1,1,12,1048,784,280,42,21,-22.95,472.03,635,3860.78,93,11,44,30,1,106,23,51,15,45,77,87,314,16,31,20,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Center Back,26781,Diego Maínz,5,4,4,428,1,0,1,0,1,0,0,0.1,0.1,1,0,0,132,104,46,0,4,-0.19,129.05,75,306.48,2,0,0,0,0,14,0,9,1,5,23,8,33,0,3,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Center Back,4498,Jean-Sylvain Babin,25,25,24,2369,0,1,5,0,13,5,3,1.54,1.33,11,0,2,852,699,255,1,12,-7.59,585.6,496,2262.55,32,2,1,1,0,93,5,38,4,36,151,41,147,1,15,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Center Back,6702,David Lombán,30,29,29,2779,1,0,6,0,12,2,0,0.92,0.8,8,0,2,983,774,343,3,80,-3.0,822.66,566,2585.04,35,1,3,3,0,55,5,58,14,63,146,73,239,2,21,9,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Center Back,4418,Dória,8,7,5,654,1,1,4,1,2,0,0,0.12,0.06,0,0,0,169,113,79,0,11,1.05,222.67,96,541.03,8,0,0,0,0,19,2,16,2,8,31,16,59,0,8,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Center Back,19454,Ricardo Costa,14,14,13,1320,0,1,7,0,9,3,1,0.78,0.66,8,0,1,453,369,146,0,23,3.11,365.95,281,1390.0,15,1,1,1,0,42,2,12,3,24,71,33,97,1,16,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Back,7158,Cristiano Biraghi,32,32,28,2967,0,3,9,1,11,1,0,0.16,0.16,0,1,15,1372,939,496,67,27,28.39,715.33,740,4071.09,95,9,24,12,2,114,15,45,16,68,96,99,320,19,47,16,0,1,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Back,24577,Salva Ruiz,2,1,0,80,1,0,0,1,0,0,0,0.0,0.0,0,0,0,41,35,10,0,0,1.47,41.35,26,99.5,2,0,2,0,0,2,0,2,1,0,2,5,8,2,2,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Defensive Midfield,3160,Rene Krhin,23,16,12,1529,7,4,3,0,8,1,0,0.52,0.37,3,0,4,537,411,123,1,7,-4.11,439.66,328,1822.43,31,0,13,11,0,69,9,38,17,29,55,68,273,9,27,21,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Defensive Midfield,6599,Rubén Pérez,31,30,19,2597,1,11,17,0,17,1,0,0.8,0.46,0,2,22,1404,1062,425,11,76,-1.21,725.64,1071,5689.79,80,4,34,24,1,147,32,60,29,78,50,169,658,24,63,40,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Defensive Midfield,3292,Abdoulaye Doucouré,15,13,12,1230,2,1,5,0,10,0,0,0.77,0.49,1,2,9,577,482,83,3,26,-2.12,279.34,474,2416.91,32,6,18,10,2,53,8,23,10,27,15,101,286,15,20,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Defensive Midfield,25707,Fran Rico,28,15,7,1556,13,8,6,0,15,5,2,1.25,0.89,3,0,32,896,690,250,23,47,-0.79,573.78,585,2120.41,26,8,18,11,0,79,7,30,11,32,22,73,283,15,47,22,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Left Center Midfield,16338,Uche Agbo,6,3,1,275,3,2,3,0,0,0,0,0.0,0.0,0,0,0,105,88,14,0,1,-0.53,103.06,87,359.82,3,1,1,1,0,13,4,10,1,9,8,15,57,0,12,4,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Granada'],Right Wing,26387,Edgar Méndez,15,7,4,809,8,3,4,0,11,2,1,0.59,0.44,1,0,5,236,151,62,20,13,2.62,299.34,221,1832.36,40,13,15,7,2,46,7,13,5,6,14,37,175,11,30,13,0,0,0,0,0,0
