competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Italy - Serie A,2015/2016,['Atalanta'],Center Attacking Midfield,19847,Alessandro Diamanti,16,9,2,915,7,7,4,0,24,6,1,1.48,0.93,0,1,21,603,390,173,64,41,-2.88,370.89,555,3116.55,52,16,29,16,2,30,4,2,0,11,3,70,162,34,22,50,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Center Attacking Midfield,7003,Roberto Gagliardini,1,1,0,82,0,1,0,0,2,0,0,0.1,0.05,0,0,0,36,28,4,1,0,-0.34,15.68,32,146.95,3,2,0,0,0,6,0,3,1,1,0,1,30,1,2,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Left Wing,28066,Marcelo Estigarribia,4,0,0,52,4,0,0,0,0,0,0,0.0,0.0,0,0,0,17,10,2,1,1,3.6,53.09,21,178.32,4,0,1,0,0,1,0,0,0,2,1,5,6,2,0,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Left Wing,7006,Papu Gómez,34,33,16,2936,1,16,4,1,87,27,7,5.94,1.94,5,7,62,1414,961,245,135,74,22.42,651.52,1319,12028.99,269,84,126,74,4,73,16,35,22,42,8,179,441,50,34,90,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Atalanta', 'Genoa']",Left Wing,3556,Serge Gakpé,18,8,5,955,10,3,1,0,23,11,3,2.46,1.62,4,1,10,218,153,35,11,4,-3.7,318.87,250,1898.51,35,24,25,9,1,53,3,2,1,27,4,34,167,30,19,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Right Center Forward,31725,Gaetano Monachello,10,3,1,409,7,2,2,0,15,5,0,0.93,0.28,0,0,0,69,56,3,3,3,-0.73,154.32,101,675.61,13,9,17,10,0,25,3,1,1,0,1,20,71,10,12,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Center Forward,49439,Germán Denis,15,12,7,1041,3,5,0,0,25,9,4,4.77,2.13,10,1,16,334,234,37,7,6,1.6,198.63,256,1332.51,18,20,16,8,3,81,1,0,0,8,9,32,87,17,21,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Atalanta', 'Carpi']",Center Forward,8871,Marco Borriello,27,16,8,1708,11,7,4,1,55,22,8,6.17,2.22,15,3,15,425,335,42,11,12,-2.75,428.9,481,4223.84,85,57,49,25,3,127,8,2,2,22,20,83,227,46,43,30,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Atalanta'],Center Forward,36770,Mauricio Ricardo Pinilla Ferreira,20,16,9,1422,4,6,9,1,43,14,5,4.3,1.54,11,2,15,351,232,45,18,11,3.17,317.1,311,1894.23,32,29,21,8,2,112,4,5,3,16,22,48,260,21,48,33,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Goalkeeper,12475,Angelo da Costa,5,5,5,482,0,0,1,0,0,0,0,0.0,0.0,0,0,1,149,95,110,0,5,-0.26,219.72,69,354.63,6,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,4,40,13,0,1
Italy - Serie A,2015/2016,['Bologna'],Goalkeeper,7174,Antonio Mirante,33,33,33,3166,0,0,2,0,0,0,0,0.0,0.0,0,0,0,1111,668,894,0,43,-3.55,1531.16,477,2477.33,57,0,3,3,0,1,0,0,0,1,1,189,1,0,1,5,0,41,286,101,1,12
Italy - Serie A,2015/2016,['Bologna'],Right Back,7704,Alex Ferrari,21,13,10,1362,8,3,6,0,8,2,0,0.69,0.69,0,0,4,674,530,159,15,10,-14.3,374.55,468,3151.18,67,11,31,18,2,77,14,37,16,55,49,79,312,21,29,25,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Back,6358,Emil Krafth,4,2,1,163,2,1,0,0,0,0,0,0.0,0.0,0,0,1,95,73,23,3,0,-2.89,69.76,55,336.03,9,2,0,0,0,7,2,2,0,3,4,15,31,0,1,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Back,7164,Ibrahima M'baye,15,11,7,1045,4,3,3,1,5,1,0,0.25,0.16,2,0,2,642,498,166,15,9,-10.5,283.38,447,2461.17,55,4,16,6,1,49,5,12,5,40,47,65,215,10,20,30,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Back,7142,Luca Rossettini,29,28,25,2699,1,3,5,0,14,4,3,1.26,1.0,11,1,6,1310,983,439,14,38,-12.19,701.75,789,4111.92,67,1,2,0,0,118,9,50,16,55,168,73,352,9,45,20,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Center Back,30745,Daniele Gastaldello,26,26,21,2332,0,4,8,1,8,2,1,1.23,1.23,4,2,2,1075,890,303,1,31,-2.4,634.59,648,3470.42,62,3,2,2,0,90,7,28,5,44,155,109,268,2,42,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Center Back,8873,Marios Ikonomou,20,17,16,1728,3,0,6,1,5,0,0,0.45,0.37,4,1,1,759,598,222,3,32,-11.95,510.2,484,2931.39,58,2,4,3,0,66,9,23,5,57,101,71,200,0,21,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Center Back,8849,Domenico Maietta,19,18,14,1655,1,4,4,0,1,1,0,0.05,0.05,0,0,1,811,694,242,0,29,6.74,460.49,552,3027.92,53,0,11,4,0,74,9,25,9,33,100,79,245,6,16,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Back,7169,Adam Masina,33,30,23,2790,3,6,8,1,13,2,2,1.58,1.4,2,3,22,1570,1161,419,44,26,29.5,620.14,1021,5563.24,115,17,53,27,5,113,11,39,15,105,106,163,498,19,36,32,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Back,40428,Archimede Morleo,5,5,2,410,0,3,0,0,4,1,0,0.09,0.09,0,0,4,208,140,66,12,5,5.0,104.27,125,805.84,20,1,3,2,0,22,1,8,3,11,18,20,63,2,5,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Back,399299,Kévin Constant,7,3,1,302,4,2,0,0,0,0,0,0.0,0.0,0,0,4,234,194,47,5,6,7.72,132.52,170,990.18,25,1,5,2,0,9,3,2,1,4,2,13,53,8,7,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Center Defensive Midfield,8284,Amadou Diawara,34,31,25,2912,3,4,11,2,20,1,0,0.49,0.41,0,1,21,1662,1387,341,3,39,2.28,720.62,1301,6966.84,80,3,30,23,2,84,17,60,21,43,52,223,683,26,55,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Center Defensive Midfield,7965,Lorenzo Crisetig,5,4,2,370,1,2,1,0,2,0,0,0.04,0.04,0,0,2,194,156,27,1,1,-0.92,91.54,158,812.49,15,0,6,4,0,18,2,6,1,7,8,22,77,5,9,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Center Midfield,7701,Franco Zuculini,1,0,0,25,1,0,0,0,0,0,0,0.0,0.0,0,0,0,16,14,2,1,0,0.83,17.33,15,107.6,2,1,0,0,0,2,0,0,0,3,0,5,5,1,1,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Center Midfield,8280,Godfred Donsah,20,18,4,1389,2,14,2,0,16,9,2,0.82,0.65,1,1,6,496,340,115,14,6,-4.11,344.54,452,3012.25,62,21,34,19,4,63,3,18,5,31,41,86,270,23,21,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Center Midfield,8851,Saphir Taïder,29,25,15,2231,4,10,4,0,33,6,0,1.45,0.83,1,1,18,1086,905,172,17,23,7.76,516.9,970,6424.77,104,21,20,9,1,76,15,17,4,35,32,142,568,46,40,62,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Center Midfield,7175,Erick Pulgar,13,6,5,758,7,1,2,0,6,0,0,0.18,0.15,0,0,2,359,305,46,4,14,6.92,251.23,304,1592.16,33,1,16,9,2,27,5,7,2,19,16,45,207,8,14,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Center Midfield,18027,Matteo Brighi,23,14,14,1591,9,0,3,0,24,3,0,1.77,1.22,1,0,9,608,499,89,6,6,-0.36,350.13,485,2199.28,32,8,14,7,2,82,9,21,10,40,29,86,407,15,28,35,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Wing,34565,Anthony Mounier,30,24,9,2027,6,15,6,0,21,8,4,3.24,2.2,1,2,28,725,488,122,33,30,-12.09,532.93,707,4949.8,101,48,73,32,5,112,9,11,6,51,10,98,528,54,41,41,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Wing,40119,Camilo Zúñiga,9,3,2,494,6,1,0,0,8,2,0,0.16,0.1,0,1,2,155,123,28,5,5,-2.0,166.86,141,961.51,21,5,9,4,0,11,1,6,3,3,2,21,62,14,2,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Wing,30770,Filippo Falco,9,1,1,272,8,0,1,0,4,0,0,0.12,0.09,0,0,4,142,96,13,20,6,-6.74,149.82,144,1189.65,28,5,12,4,1,7,1,2,1,6,2,18,38,11,5,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Right Wing,11729,Luca Rizzo,23,17,6,1501,6,11,3,1,18,4,0,1.36,0.96,1,2,12,549,397,97,27,7,-1.05,362.08,531,4288.3,103,22,44,19,3,66,5,25,9,42,17,92,389,45,35,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Center Attacking Midfield,45591,Franco Brienza,29,16,11,1826,13,5,1,0,41,12,3,2.06,0.74,0,3,31,916,670,200,43,51,1.59,582.32,753,4948.33,96,24,37,21,3,48,7,19,12,25,5,107,329,36,13,25,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Wing,41063,Aaron Mattia Tabacchi,1,0,0,12,1,0,0,0,0,0,0,0.0,0.0,0,0,1,9,6,0,3,1,1.16,23.59,7,56.84,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Left Wing,7775,Emanuele Giaccherini,28,27,17,2295,1,10,7,0,46,12,7,3.54,2.07,3,0,43,1138,840,174,55,47,16.34,515.8,1015,7184.14,137,62,74,35,9,43,4,17,12,27,17,112,362,65,18,50,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Bologna', 'Carpi']",Center Forward,15415,Matteo Mancosu,21,10,1,985,11,9,2,0,12,8,2,3.06,2.56,0,0,10,191,120,22,9,4,-2.91,307.14,146,1106.89,27,20,11,6,0,60,1,1,0,9,12,24,244,11,13,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Center Forward,8103,Mattia Destro,27,25,19,2267,2,6,9,0,67,28,8,9.22,3.43,9,2,9,413,260,61,10,10,5.71,405.84,455,2827.06,56,62,60,18,8,151,4,2,0,31,29,59,392,57,48,57,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Bologna'],Center Forward,386640,Robert Acquafresca,6,2,0,231,4,2,0,0,3,1,0,0.12,0.1,0,0,1,51,37,3,1,0,0.35,54.59,37,198.52,3,2,6,4,1,13,0,1,1,3,3,8,50,1,0,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Bologna', 'Sassuolo']",Center Forward,6948,Sergio Floccari,25,15,10,1669,10,5,1,0,46,22,6,3.9,1.43,9,1,13,452,343,38,8,5,6.4,383.83,481,3102.43,41,53,42,27,5,114,7,5,2,25,16,78,368,47,39,38,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Goalkeeper,387477,Francesco Benussi,4,4,3,315,0,1,0,0,0,0,0,0.0,0.0,0,0,0,103,49,94,0,1,-0.05,215.56,30,262.77,5,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,26,8,0,2
Italy - Serie A,2015/2016,"['Carpi', 'Palermo']",Goalkeeper,34315,Simone Colombi,2,2,2,192,0,0,0,0,0,0,0,0.0,0.0,0,0,0,46,22,37,0,0,-0.23,98.62,14,81.49,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,20,7,0,0
Italy - Serie A,2015/2016,['Carpi'],Goalkeeper,8662,Vid Belec,30,30,30,2894,0,0,1,0,0,0,0,0.0,0.0,0,0,0,853,360,744,0,7,-0.82,1579.31,271,1867.67,45,0,1,1,0,0,0,0,0,1,2,163,1,0,1,5,0,41,273,90,1,6
Italy - Serie A,2015/2016,['Carpi'],Goalkeeper,57655,Željko Brkić,4,3,3,353,1,0,0,0,0,0,0,0.0,0.0,0,0,0,87,45,67,0,0,-0.34,187.64,29,146.83,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,12,30,13,0,1
Italy - Serie A,2015/2016,['Carpi'],Right Back,7114,Gaetano Letizia,35,33,28,3091,2,5,5,0,23,3,1,0.61,0.46,0,0,34,1587,1060,565,78,53,-11.36,812.7,1160,8782.25,213,21,79,37,4,147,36,48,28,89,64,264,645,34,37,66,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Right Center Back,387300,Cristian Zaccardo,27,26,25,2565,1,1,4,0,18,9,1,1.39,0.74,2,0,8,956,685,317,31,17,-13.55,574.48,520,2584.1,44,11,16,9,1,105,10,38,12,68,117,110,361,7,28,28,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Right Center Back,7172,Simone Romagnoli,30,30,28,2822,0,2,5,0,11,1,0,0.64,0.42,10,0,2,781,547,284,2,18,-4.91,696.19,373,1830.45,25,3,1,1,0,100,7,19,3,73,209,74,356,2,27,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Back,45508,Emanuele Suagher,9,8,8,775,1,0,8,0,3,0,0,0.23,0.23,0,0,1,135,104,47,0,0,-0.92,211.88,73,423.45,9,1,0,0,0,25,4,13,1,20,47,24,108,2,15,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Back,32525,Fabrizio Poli,10,10,8,905,0,2,5,0,0,0,0,0.0,0.0,0,0,2,321,222,110,8,8,3.44,223.64,161,781.4,12,1,2,0,0,30,4,11,0,25,34,19,140,2,22,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Back,387474,Igor Bubnjić,9,8,7,767,1,1,1,0,9,1,0,0.85,0.67,4,0,1,238,186,81,1,22,-0.33,243.43,147,945.0,20,0,1,1,0,25,2,8,0,12,46,31,80,0,10,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Back,11499,Riccardo Gagliolo,31,29,26,2809,2,2,12,1,15,4,1,0.94,0.82,2,0,10,1133,770,502,10,18,6.07,729.67,723,4549.73,93,5,22,14,0,132,23,70,21,75,165,184,457,10,48,72,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Right Wing Back,30750,Stefano Sabelli,7,6,5,595,1,1,1,0,4,1,1,0.24,0.2,0,0,5,211,116,86,13,8,-4.58,159.53,115,711.33,15,2,2,0,0,29,6,7,3,17,19,25,129,3,1,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Right Wing Back,387473,Wallace Oliveira,6,1,0,186,5,1,1,0,5,1,0,0.12,0.06,0,1,3,85,62,27,3,4,-5.12,131.85,73,742.07,23,2,9,7,0,11,3,3,1,7,3,12,43,3,4,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Defensive Midfield,387832,Filippo Porcari,4,2,1,197,2,1,1,0,2,0,0,0.04,0.04,0,0,3,89,70,25,0,2,-1.43,85.57,53,185.19,3,1,0,0,0,5,0,2,1,3,0,9,49,0,5,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Defensive Midfield,7460,Isaac Cofie,29,26,19,2291,3,7,7,0,24,4,0,1.09,0.68,1,1,11,941,682,298,7,31,1.99,601.99,634,2591.11,37,6,17,13,2,133,21,37,13,59,56,171,682,15,45,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Defensive Midfield,352172,Raffaele Bianco,26,21,13,1972,5,7,6,1,19,2,1,1.38,0.95,1,2,14,859,647,214,16,30,7.45,535.09,633,3344.61,40,14,30,16,2,78,12,31,10,52,37,152,549,22,50,32,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Right Midfield,387472,Lorenzo Pasciuti,21,19,12,1647,2,6,5,1,6,2,2,0.5,0.47,1,3,25,844,511,251,61,44,-6.44,485.58,558,2597.2,48,17,23,14,0,68,6,21,7,43,21,116,339,14,32,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Bologna', 'Carpi']",Right Center Midfield,31273,Marco Crimi,20,11,5,1111,9,6,9,0,8,3,0,0.34,0.28,0,1,8,364,238,94,7,10,-4.11,362.56,307,1591.64,23,8,31,12,1,83,18,21,6,52,13,71,479,22,45,37,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Midfield,387475,Andrea Lazzari,8,3,2,372,5,1,1,0,10,5,1,1.5,0.26,1,0,19,188,128,52,11,12,0.11,184.82,132,658.59,8,0,1,1,0,19,6,1,1,8,0,27,86,3,9,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Midfield,28442,Matteo Fedele,8,8,4,595,0,4,2,0,11,3,0,0.63,0.3,0,0,8,226,167,50,10,26,3.76,195.3,182,1193.97,18,1,8,4,1,23,7,8,1,10,7,40,169,8,22,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Center Midfield,387476,Raphael Martinho,11,10,1,700,1,9,3,0,10,2,0,0.61,0.33,2,0,4,233,156,68,7,9,2.87,247.19,188,1436.53,37,13,20,9,3,23,5,6,2,14,6,34,179,11,13,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Left Midfield,11502,Antonio Di Gaudio,29,16,5,1619,13,11,2,0,36,10,3,3.19,2.06,2,3,10,392,268,69,28,3,22.33,464.76,502,4111.56,103,77,62,33,3,48,5,8,5,23,15,78,314,38,16,51,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Attacking Midfield,8675,Jonathan de Guzmán,5,1,0,144,4,1,0,0,2,1,1,0.8,0.8,0,0,1,37,18,7,4,1,0.21,114.88,35,285.23,6,3,1,1,0,4,0,0,0,1,1,6,34,3,1,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Attacking Midfield,7793,Kevin Lasagna,36,8,4,1698,28,4,1,0,42,16,5,4.06,2.69,3,1,20,376,232,52,20,10,4.02,584.55,321,2379.71,51,52,26,10,2,135,8,3,1,31,20,49,356,28,43,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Attacking Midfield,30829,Lorenzo Lollo,27,25,19,2225,2,4,12,2,36,10,3,2.88,1.39,4,1,11,700,489,189,10,9,0.61,491.49,548,2832.84,56,20,41,21,0,116,16,31,16,83,26,151,939,19,86,46,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Attacking Midfield,7170,Simone Verdi,8,3,0,305,5,3,1,0,14,6,3,2.1,1.15,0,0,5,107,67,27,7,16,2.81,205.92,108,895.87,18,6,16,10,1,11,3,0,0,6,0,17,74,10,7,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Forward,32608,Jerry Mbakogu,24,20,9,1783,4,11,2,0,35,12,2,5.66,2.41,12,2,21,454,293,31,22,5,8.68,325.0,450,2849.87,55,62,36,15,3,154,5,4,1,31,30,60,245,29,38,45,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Carpi'],Center Forward,7079,Kamil Wilczek,3,1,0,125,2,1,0,0,5,2,0,0.35,0.21,1,0,0,33,22,6,0,0,-2.14,50.39,36,210.31,4,4,3,2,1,8,0,0,0,5,0,5,30,6,3,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Goalkeeper,7803,Albano Bizzarri,35,35,35,3347,0,0,2,0,0,0,0,0.0,0.0,0,0,0,1099,595,913,0,15,1.59,1711.98,403,2951.34,64,0,2,2,0,0,0,0,0,0,0,180,5,0,0,4,0,43,383,125,2,11
Italy - Serie A,2015/2016,['Chievo'],Goalkeeper,11426,Andrea Seculin,3,3,3,286,0,0,0,0,0,0,0,0.0,0.0,0,0,0,116,57,93,0,2,-0.15,159.94,40,206.69,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,37,13,0,1
Italy - Serie A,2015/2016,['Chievo'],Right Back,7050,Fabrizio Cacciatore,29,25,24,2468,4,1,6,0,10,3,1,1.47,1.16,2,3,22,1545,1215,456,39,29,-15.76,613.9,934,4574.09,90,11,22,7,3,74,15,17,6,65,53,118,375,10,24,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Back,7769,Federico Mattiello,1,1,1,96,0,0,0,0,3,0,0,0.15,0.05,0,1,3,80,56,25,8,2,-0.95,21.51,39,313.46,11,1,0,0,0,6,1,0,0,2,0,2,25,0,1,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Back,40447,Gennaro Sardo,6,3,1,353,3,2,3,0,2,1,1,0.1,0.1,1,0,5,187,157,52,10,6,-4.96,127.37,120,469.07,7,1,3,1,0,11,2,6,3,11,13,10,67,1,7,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Back,23324,Nicolas Sebastian Frey,19,17,15,1580,2,2,3,0,1,0,0,0.04,0.04,0,0,4,756,552,257,15,15,-15.71,441.32,415,1630.68,32,0,1,1,0,44,1,17,2,40,76,35,205,1,17,8,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Back,31383,Nikola Ninković,1,0,0,11,1,0,0,0,0,0,0,0.0,0.0,0,0,0,5,3,0,1,0,-0.43,23.03,6,16.12,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Back,7052,Alessandro Gamberini,22,22,17,1909,0,5,1,0,4,0,0,0.28,0.22,3,1,2,657,527,150,1,4,-2.38,492.88,375,1673.48,8,1,3,3,0,60,5,21,6,62,132,66,189,1,13,8,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Back,7771,Dario Dainelli,18,15,13,1465,3,2,5,0,2,1,1,0.35,0.35,1,0,3,580,454,186,3,23,-5.27,459.62,366,2741.31,56,2,2,1,1,39,2,28,7,21,75,87,127,5,20,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Carpi', 'Chievo']",Right Center Back,8278,Nicolás Spolli,14,12,10,1165,2,1,6,1,3,1,0,0.22,0.22,3,0,2,351,290,75,4,5,1.23,303.43,214,1131.26,11,0,3,3,1,40,2,15,4,16,83,35,131,2,30,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Left Center Back,8877,Boštjan Cesar,31,30,29,2885,1,0,10,1,15,3,1,1.87,1.6,8,0,2,1135,912,360,1,37,7.38,741.46,671,3970.92,71,3,5,5,0,92,9,36,6,62,191,111,337,7,49,30,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Left Back,8645,Massimo Gobbi,34,31,30,2972,3,1,7,0,14,1,0,0.45,0.38,0,1,16,1689,1252,508,54,20,28.16,649.92,1021,6720.29,163,7,37,25,2,104,17,31,12,65,85,175,471,16,51,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Center Defensive Midfield,7042,Ivan Radovanović,26,25,19,2203,1,6,9,0,18,5,0,0.4,0.23,0,0,8,1364,1085,322,9,74,0.83,577.2,870,3965.95,47,2,14,10,0,81,7,22,5,49,78,151,396,17,41,32,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Center Defensive Midfield,7041,Nicola Rigoni,28,22,16,2105,6,6,7,0,30,7,3,1.21,0.77,1,1,7,989,792,258,5,24,-6.15,538.35,678,2948.11,47,9,17,8,2,96,13,22,8,44,58,137,456,16,36,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Midfield,386657,Giampiero Pinzi,18,9,5,1067,9,4,7,0,3,1,0,0.12,0.12,0,0,5,488,403,67,3,14,-0.99,318.78,347,1725.01,20,3,6,2,0,58,9,9,3,36,22,50,327,7,34,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Midfield,7049,Lucas Castro,34,32,28,2955,2,4,9,0,44,11,3,3.1,1.59,15,1,30,1232,894,221,51,33,-11.45,610.0,1114,5848.53,109,31,52,24,3,158,23,55,26,83,55,201,776,57,61,41,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Left Center Midfield,6951,Filippo Costa,6,0,0,165,6,0,0,0,0,0,0,0.0,0.0,0,0,2,73,46,21,2,1,0.4,115.45,58,444.2,11,2,4,3,1,6,1,1,0,5,7,10,34,2,2,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Left Center Midfield,7046,Perparim Hetemaj,28,26,22,2393,2,4,7,0,26,5,1,0.94,0.63,2,0,19,1106,834,230,53,38,13.23,550.06,1059,6423.0,120,19,48,26,3,105,25,31,14,76,40,191,701,44,73,101,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Center Attacking Midfield,18946,Paul-José M'Poku,20,6,3,858,14,3,3,0,18,6,0,0.94,0.66,1,0,17,380,276,63,10,12,8.58,337.56,385,2750.01,64,23,30,19,0,35,4,4,1,10,2,63,144,31,12,40,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Center Attacking Midfield,40247,Simone Pepe,22,6,1,890,16,5,3,1,20,5,3,0.7,0.51,0,3,19,509,357,89,30,27,1.62,430.05,381,2356.82,46,14,13,4,1,34,6,2,1,16,3,62,166,14,20,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Center Attacking Midfield,7045,Valter Birsa,35,32,2,2418,3,30,4,0,54,19,6,5.34,2.43,2,7,52,1082,719,218,65,55,-1.23,693.83,890,6062.9,119,21,84,49,7,95,8,19,7,49,23,125,644,57,49,38,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Forward,6950,Alberto Paloschi,21,19,13,1760,2,6,1,0,41,17,8,9.48,4.52,10,2,9,382,243,50,5,3,0.39,304.87,342,1650.89,25,36,26,11,2,78,3,3,2,24,7,58,354,33,34,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Right Center Forward,11643,Riccardo Meggiorini,26,19,4,1714,7,14,8,1,39,13,5,2.8,1.38,7,6,17,446,268,57,31,4,-1.88,404.68,358,2586.7,69,34,32,12,2,112,5,8,3,52,12,61,432,22,53,63,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Chievo'],Left Center Forward,7043,Roberto Inglese,26,14,6,1486,12,8,3,0,35,11,3,2.59,1.26,5,1,11,307,207,27,10,3,0.81,411.62,329,1642.7,21,29,23,14,0,140,4,3,2,22,12,57,296,44,49,40,0,0,0,0,0,0
