competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Italy - Serie A,2015/2016,['Chievo'],Left Center Forward,8644,Sergio Pellissier,19,10,5,1028,9,5,2,0,22,9,5,3.9,2.43,8,0,13,194,141,18,7,3,-1.0,274.34,164,847.16,10,16,2,0,0,54,1,0,0,9,8,21,163,13,11,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Goalkeeper,40332,Alberto Pelagotti,6,6,6,567,0,0,0,0,0,0,0,0.0,0.0,0,0,0,181,130,111,0,5,-1.69,217.48,59,257.65,2,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,5,76,27,0,3
Italy - Serie A,2015/2016,['Empoli'],Goalkeeper,41231,Maurizio Pugliesi,1,1,1,98,0,0,0,0,0,0,0,0.0,0.0,0,0,0,28,17,20,0,0,-0.3,45.15,8,28.58,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,15,4,0,0
Italy - Serie A,2015/2016,['Empoli'],Goalkeeper,11508,Łukasz Skorupski,31,31,31,2969,0,0,2,0,1,0,0,0.21,0.21,0,0,0,886,651,504,0,28,-4.69,1128.81,327,1286.15,3,0,0,0,0,0,0,0,0,1,0,148,3,0,0,7,0,43,283,88,0,9
Italy - Serie A,2015/2016,['Empoli'],Right Back,31172,Luca Bittante,16,3,1,596,13,2,0,0,2,1,0,0.02,0.02,0,0,4,381,303,72,12,9,-13.42,269.52,256,1231.68,26,6,9,4,0,28,3,7,4,13,17,33,101,3,6,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Back,40250,Marco Zambelli,19,13,8,1328,6,5,3,0,1,0,0,0.01,0.01,0,0,3,789,614,180,29,12,-14.24,347.64,548,3495.04,83,8,15,9,1,35,4,27,5,15,40,72,136,11,17,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Back,7155,Vincent Laurini,25,24,17,2065,1,7,5,0,3,2,1,0.31,0.17,1,0,5,1132,951,211,11,25,-25.76,468.51,690,3643.13,79,7,16,9,1,71,7,30,10,64,72,104,272,19,23,32,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Back,7160,Lorenzo Tonelli,26,26,25,2427,0,0,9,1,7,3,2,0.8,0.77,4,0,5,1353,1143,342,1,27,-9.35,513.24,867,4531.25,95,2,10,5,0,91,10,37,19,54,160,120,259,17,29,57,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Back,386514,Luca Martinelli,1,1,1,95,0,0,0,0,1,1,0,0.1,0.1,1,0,0,48,40,11,0,6,-0.54,26.21,31,99.78,0,0,0,0,0,2,1,3,1,1,8,4,20,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Back,16061,Uroš Ćosić,9,9,9,858,0,0,4,0,1,0,0,0.03,0.03,1,0,2,560,464,153,0,13,-3.73,193.3,398,2017.52,38,0,1,1,0,24,3,13,5,25,44,42,62,2,11,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Back,8664,Andrea Costa,24,23,23,2221,1,0,4,0,7,2,1,0.8,0.55,3,0,1,1384,1178,301,1,45,8.68,484.33,874,4279.22,88,0,3,2,0,70,5,33,8,55,126,96,114,2,21,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Back,17520,Federico Barba,10,10,9,944,0,1,3,0,3,0,0,0.13,0.13,0,0,0,531,468,81,0,23,3.91,203.33,319,1787.93,40,1,0,0,0,16,1,10,1,14,64,32,58,0,14,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Empoli', 'Sassuolo']",Left Center Back,13612,Lorenzo Ariaudo,9,7,6,702,2,1,0,0,2,0,0,0.09,0.09,1,0,0,303,262,71,0,8,0.39,186.99,202,1210.71,23,0,0,0,0,19,1,9,4,12,34,27,36,1,4,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Back,31737,Michele Camporese,2,2,1,163,0,1,0,0,1,0,0,0.13,0.13,1,0,0,49,47,4,0,2,0.76,34.16,30,102.17,1,0,0,0,0,10,0,0,0,8,8,3,15,0,0,2,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Back,7151,Mário Rui,36,36,35,3440,0,0,7,1,29,4,0,0.83,0.53,0,2,32,2368,1898,545,52,40,38.42,676.59,1558,8612.27,209,13,42,21,2,107,20,54,25,81,104,187,408,21,41,97,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Defensive Midfield,3412,Assane Dioussé,15,9,3,864,6,6,3,1,5,1,0,0.08,0.07,0,0,3,716,603,130,1,12,-1.04,281.79,557,2535.29,25,0,6,5,0,22,4,6,4,16,15,77,210,12,25,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Defensive Midfield,16308,Leandro Paredes,33,29,18,2613,4,11,11,0,53,14,2,0.99,0.47,0,1,41,2087,1675,450,21,110,4.81,684.19,1524,6340.47,90,2,44,30,1,96,23,27,11,66,35,206,535,23,56,86,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Defensive Midfield,11602,Raffaele Maiello,12,4,1,523,8,3,1,0,5,0,0,0.12,0.12,0,0,7,378,309,80,2,10,-3.15,235.95,288,1444.9,23,0,4,2,1,21,2,9,3,18,10,42,126,6,8,25,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Defensive Midfield,386515,Ronaldo Pompeu da Silva,3,1,0,120,2,1,1,0,6,0,0,0.09,0.03,0,0,1,123,102,31,0,8,0.01,66.82,88,446.72,8,0,3,2,0,2,0,0,0,1,4,14,32,1,5,10,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Midfield,5660,Piotr Zieliński,35,35,25,3178,0,9,6,1,64,21,5,4.67,2.44,1,4,48,1753,1407,238,32,55,-18.51,585.93,1404,9047.76,176,36,122,74,5,124,15,32,15,73,48,188,669,56,49,35,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Midfield,40251,Daniele Croce,28,19,12,1912,9,7,3,0,12,2,0,0.92,0.87,0,1,20,893,754,74,24,17,13.2,407.03,830,6174.41,143,16,50,18,4,68,14,9,5,55,9,119,529,35,23,57,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Midfield,41948,Franco Signorelli,1,0,0,39,1,0,0,0,0,0,0,0.0,0.0,0,0,0,15,13,2,0,0,0.4,16.0,10,49.91,0,0,1,1,0,2,0,0,0,1,1,1,8,0,0,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Midfield,8187,Marcel Büchel,28,18,7,1670,10,11,10,0,36,9,2,1.18,0.6,1,1,19,886,713,130,14,18,11.22,472.39,737,3535.07,53,7,29,18,0,62,12,33,18,59,23,102,381,27,50,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Attacking Midfield,11512,Rade Krunić,15,5,2,560,10,4,3,0,7,3,1,0.9,0.47,0,0,6,168,128,17,1,1,-3.34,194.46,184,1075.35,20,12,12,5,3,25,4,4,3,14,6,24,166,17,9,26,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Center Attacking Midfield,7150,Riccardo Saponara,33,32,19,2752,1,12,6,1,73,24,5,6.91,3.02,0,10,62,1202,875,219,30,18,-2.48,543.09,1367,8696.19,197,91,120,63,12,58,6,4,1,35,21,136,438,80,37,81,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Forward,7054,Manuel Pucciarelli,38,33,27,3214,5,6,2,0,58,17,6,6.7,3.67,3,3,39,1058,847,65,21,2,2.46,486.2,1072,6250.01,102,90,62,32,2,108,19,13,8,48,1,129,700,62,48,71,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Right Center Forward,22041,Marko Livaja,18,4,1,694,14,3,7,0,16,2,1,0.75,0.47,0,0,5,195,133,22,12,6,-3.77,274.19,215,1556.49,30,16,20,8,0,32,2,1,0,10,2,23,154,25,25,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Forward,386516,Alessandro Piu,10,2,0,266,8,2,0,0,3,2,0,0.19,0.13,1,0,1,61,47,5,1,0,-1.81,114.96,54,426.0,7,2,3,3,1,12,0,0,0,1,1,8,85,4,2,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Forward,18028,Levan Mchedlidze,13,2,1,371,11,0,2,1,11,2,0,0.84,0.43,2,0,3,86,61,6,0,3,-0.27,172.1,85,480.5,7,7,9,5,1,19,0,0,0,8,1,8,91,15,13,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Empoli'],Left Center Forward,40252,Massimo Maccarone,37,35,15,2865,2,20,4,0,82,36,13,9.11,3.1,10,5,31,648,439,67,25,6,11.3,512.93,702,3955.54,64,90,51,16,4,107,8,5,2,24,24,81,444,84,46,55,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Goalkeeper,3112,Ciprian Tătăruşanu,37,37,36,3512,0,1,2,0,0,0,0,0.0,0.0,0,0,0,1128,857,623,0,21,-3.15,1282.08,578,2737.63,18,0,1,1,0,0,0,0,0,0,0,151,6,0,0,2,0,39,223,69,0,15
Italy - Serie A,2015/2016,['Fiorentina'],Goalkeeper,30830,Luca Lezzerini,2,1,1,118,1,0,0,0,0,0,0,0.0,0.0,0,0,0,50,32,31,0,2,-0.09,72.63,25,112.37,4,0,1,1,0,0,0,0,0,0,0,12,1,0,0,0,0,3,14,4,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Back,6830,Facundo Roncaglia,30,26,22,2588,4,4,9,0,11,1,1,0.13,0.12,0,0,8,1918,1685,428,8,37,-12.51,597.29,1369,6030.44,90,4,9,5,2,136,12,32,15,62,75,151,478,6,50,31,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Center Back,7056,Nenad Tomović,24,19,17,1793,5,2,5,0,7,2,0,0.47,0.44,2,0,9,1392,1203,307,10,19,-18.47,438.96,987,5954.98,118,3,10,5,2,71,8,19,8,43,75,68,206,6,33,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Center Back,25931,Gonzalo Rodríguez,35,35,34,3325,0,1,7,0,11,5,4,1.14,1.14,8,0,7,2231,1931,564,1,66,-6.98,881.51,1625,7895.06,116,1,25,14,1,119,9,40,13,63,166,191,294,5,36,33,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Center Back,8275,Davide Astori,33,32,31,3078,1,1,5,0,14,2,0,1.29,1.12,9,0,5,2338,2090,614,2,63,19.87,721.04,1741,8329.75,153,2,23,20,0,84,7,50,19,58,138,154,281,2,45,30,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Wing Back,5663,Jakub Błaszczykowski,15,9,5,824,6,4,1,0,8,5,2,0.92,0.51,0,1,10,464,362,51,17,7,-4.45,232.39,411,1955.33,32,16,12,4,0,23,6,10,3,24,4,36,143,8,6,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Wing Back,11516,Manuel Pasqual,17,12,7,1100,5,5,5,0,5,3,0,0.09,0.08,0,2,21,759,589,151,51,22,21.41,320.39,506,2052.32,40,5,5,2,1,29,6,10,3,21,13,50,166,11,14,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Wing Back,3964,Marcos Alonso,31,26,22,2497,5,4,8,0,56,11,3,2.99,1.44,11,4,37,1704,1373,277,93,37,42.55,614.01,1324,8238.38,169,35,57,32,3,96,11,31,18,88,63,167,459,41,38,34,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Defensive Midfield,6997,Borja Valero,37,35,28,3267,2,7,5,0,36,13,4,3.09,1.82,1,6,72,2341,2018,362,54,72,8.36,683.87,2099,13880.4,255,45,81,53,4,90,18,19,10,52,17,198,598,68,36,109,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Defensive Midfield,23488,Mario Suárez,9,5,3,496,4,2,3,0,7,4,1,0.61,0.29,1,0,1,465,429,67,2,12,-0.03,165.14,398,1891.91,29,4,6,3,0,9,3,3,2,7,4,29,90,10,8,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Defensive Midfield,6305,Milan Badelj,27,25,14,2222,2,10,8,1,27,4,1,0.95,0.64,0,1,32,1815,1567,332,6,49,-1.13,528.6,1416,6222.56,80,2,35,23,2,79,11,48,19,43,41,144,435,19,45,24,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Defensive Midfield,5255,Matías Vecino,30,27,22,2539,3,5,8,0,48,14,2,1.94,0.88,6,1,25,1964,1722,259,6,34,3.44,551.1,1595,9073.0,137,9,38,27,2,121,18,32,13,80,41,133,597,20,58,34,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Fiorentina', 'Genoa']",Left Defensive Midfield,26728,Tino Costa,19,15,7,1289,4,8,7,0,19,3,0,0.57,0.36,0,0,17,932,727,243,19,49,1.84,428.63,712,3583.8,42,4,11,9,0,38,5,16,6,14,19,97,291,25,31,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Wing,6658,Cristian Tello,15,13,4,1108,2,9,1,0,22,6,2,2.74,1.22,0,4,18,510,395,39,42,19,-14.49,258.16,524,3964.93,95,52,59,32,3,15,1,8,2,17,3,48,204,17,3,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Right Wing,7777,Federico Bernardeschi,33,25,14,2402,8,11,6,0,54,12,2,2.93,1.35,0,4,35,1095,846,184,41,59,-21.18,622.59,1142,8466.53,148,60,101,54,13,66,7,20,13,56,14,173,500,71,39,68,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Center Attacking Midfield,7139,Josip Iličić,30,24,5,1983,6,19,2,0,74,29,13,9.38,3.27,0,5,41,1078,830,165,38,49,-14.35,544.02,976,6300.22,116,38,63,37,3,44,8,13,8,30,3,73,405,46,23,50,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Attacking Midfield,26192,Matías Fernández,22,11,6,1167,11,4,4,1,25,4,1,0.81,0.41,1,3,20,695,600,70,16,11,-0.72,352.22,655,3961.86,76,19,20,13,0,30,6,10,6,22,2,55,213,25,20,40,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Wing,26211,Joan Verdú,5,1,0,202,4,1,0,0,4,1,1,0.26,0.26,0,0,4,160,147,15,1,2,2.31,80.93,143,574.01,6,2,1,1,0,8,2,2,1,2,0,11,35,6,1,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Left Wing,27853,Mauro Zárate,15,6,5,773,9,1,2,1,40,16,3,2.72,0.8,2,0,10,265,208,30,8,4,5.14,241.37,317,2961.17,60,25,36,20,2,31,0,5,4,13,1,33,156,25,22,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Center Forward,7141,Giuseppe Rossi,11,4,0,416,7,4,1,0,16,3,0,1.1,0.55,0,1,6,155,117,11,5,2,-0.91,158.29,159,700.0,8,15,7,6,0,17,0,0,0,6,0,22,68,17,5,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Center Forward,7125,Khouma Babacar,18,11,3,863,7,8,2,0,30,10,5,4.17,1.57,4,1,5,175,126,13,4,2,1.14,210.99,184,872.83,11,24,11,5,1,35,3,0,0,9,6,30,138,16,24,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Fiorentina'],Center Forward,7033,Nikola Kalinić,36,25,22,2758,11,3,5,0,74,29,12,15.1,6.25,16,3,15,566,445,41,5,2,-9.33,460.33,553,3080.21,52,62,24,14,0,114,0,2,1,28,11,46,452,53,53,85,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Goalkeeper,13614,Francesco Bardi,2,2,1,128,0,1,1,0,0,0,0,0.0,0.0,0,0,0,41,13,39,0,1,0.37,122.79,10,64.33,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,17,10,1,1
Italy - Serie A,2015/2016,['Frosinone'],Goalkeeper,386510,Massimo Zappino,4,3,3,345,1,0,0,0,0,0,0,0.0,0.0,0,0,2,117,71,106,0,2,-0.31,216.92,34,227.25,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,14,70,20,0,0
Italy - Serie A,2015/2016,['Frosinone'],Goalkeeper,32037,Nicola Leali,33,33,33,3163,0,0,3,0,0,0,0,0.0,0.0,0,0,2,981,536,850,0,10,-2.47,1725.39,340,2174.65,55,0,0,0,0,0,0,0,0,0,0,130,2,0,0,5,0,59,464,123,1,7
Italy - Serie A,2015/2016,['Frosinone'],Right Back,7462,Aleandro Rosi,27,24,20,2301,3,4,6,0,15,5,0,0.73,0.59,0,0,12,950,686,251,51,24,-27.3,519.07,551,4396.07,119,11,40,13,6,73,9,27,7,58,97,139,377,24,66,42,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Back,31721,Matteo Ciofani,18,14,11,1373,4,3,2,0,4,2,0,0.12,0.09,1,1,1,539,377,204,18,6,-14.4,364.29,280,1707.68,40,1,15,7,0,47,5,14,4,36,63,45,158,8,19,6,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Center Back,386509,Adriano Russo,10,9,8,935,1,1,2,0,1,1,1,0.13,0.13,0,0,5,229,175,70,2,4,-4.03,250.97,134,629.7,10,1,0,0,0,44,9,4,1,32,80,15,148,3,9,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Center Back,8291,Arlind Afrim Ajeti,16,15,13,1299,1,1,5,1,9,1,1,0.46,0.33,6,0,3,329,235,131,0,9,-0.95,459.72,181,906.72,8,1,1,1,0,43,8,20,10,41,110,35,137,1,21,7,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Center Back,49440,Davide Bertoncini,5,4,2,385,1,2,1,0,0,0,0,0.0,0.0,0,0,1,118,86,45,0,1,-1.26,135.57,68,412.96,4,0,0,0,0,7,1,3,0,16,24,17,44,1,3,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Frosinone', 'Sampdoria']",Right Center Back,174418,Modibo Diakité,26,25,25,2408,1,1,8,0,8,1,1,1.55,1.55,4,0,4,726,550,233,4,16,-9.84,625.52,454,3454.94,84,4,11,10,1,59,6,28,4,75,163,97,235,5,31,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Center Back,387847,Leonardo Blanchard,28,27,24,2588,1,2,12,1,21,5,3,1.88,1.11,12,0,5,916,635,471,4,33,6.51,835.39,509,3549.24,96,2,8,7,1,79,6,31,4,87,189,93,231,5,37,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Center Back,398941,Vasyl Pryyma,5,3,3,331,2,0,1,0,1,0,0,0.03,0.03,1,0,0,99,72,31,0,0,1.62,113.02,54,195.59,2,0,1,1,0,7,2,1,0,9,31,17,32,1,5,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Back,8661,Daniel Pavlovic,22,22,19,2038,0,3,6,0,12,1,0,0.44,0.36,0,5,41,993,636,361,59,54,16.54,543.65,411,2017.91,40,3,8,4,1,75,6,26,8,59,85,71,348,5,39,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Back,296873,Roberto Crivello,17,16,15,1525,1,1,5,0,3,0,0,0.12,0.12,0,1,11,628,473,190,13,15,14.41,355.97,372,2045.4,38,1,13,6,1,51,7,20,5,47,44,64,221,12,22,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Defensive Midfield,20636,Mirko Gori,28,26,13,2262,2,12,10,1,23,6,0,0.44,0.31,0,0,12,973,705,270,27,27,-3.36,601.58,728,4277.71,77,1,27,16,2,124,23,36,17,70,43,205,777,28,69,55,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Defensive Midfield,9903,Raman Chibsah,22,14,5,1247,8,8,2,1,11,1,0,0.34,0.24,1,2,13,436,332,117,3,7,0.14,422.08,420,3034.49,64,4,29,16,2,51,8,13,5,27,24,109,308,33,22,27,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Defensive Midfield,23349,Paolo Sammarco,28,25,23,2470,3,2,7,0,22,10,4,2.38,1.65,4,1,19,914,681,240,14,21,-1.26,560.82,608,3062.95,53,7,17,14,0,104,18,36,7,57,67,129,558,12,36,37,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Defensive Midfield,30911,Robert Gucher,24,15,7,1448,9,8,3,0,21,5,0,0.39,0.23,0,0,21,612,426,191,12,37,0.46,578.48,412,2266.95,37,3,20,13,1,61,14,22,10,39,37,87,310,12,20,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Midfield,9898,Aleksandar Tonev,22,11,5,1169,11,6,2,0,32,8,0,0.97,0.32,1,1,10,270,171,40,26,13,-4.77,390.42,292,2799.84,61,10,21,13,1,43,6,7,5,13,9,54,202,20,14,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Midfield,23470,Luca Paganini,27,21,11,1945,6,10,6,0,26,5,2,1.98,1.08,10,2,17,501,336,95,25,9,-12.17,470.51,464,3571.31,82,20,39,21,3,134,10,32,15,65,33,105,618,48,39,60,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Midfield,30927,Massimiliano Carlini,14,2,1,451,12,1,0,0,4,0,0,0.2,0.2,0,0,11,135,91,22,11,3,1.51,201.6,146,1058.53,29,11,10,4,0,11,3,4,0,6,3,34,110,19,12,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Center Midfield,386512,Alessandro Frara,20,14,6,1238,6,8,3,0,12,3,2,1.06,0.52,3,0,7,449,299,128,14,9,5.02,408.13,308,2473.79,49,4,10,6,0,41,5,7,3,46,25,78,250,9,15,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Midfield,7699,Daniele Verde,5,1,1,158,4,0,0,0,10,3,0,0.5,0.19,0,0,0,44,29,9,3,0,-1.15,74.42,46,366.07,6,1,7,5,0,3,0,1,0,2,1,10,32,2,1,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Midfield,11608,Danilo Soddimo,28,20,10,1899,8,9,10,1,43,11,1,1.44,0.67,0,2,37,853,549,214,65,36,10.79,559.71,826,5882.88,109,34,102,47,8,90,25,32,22,53,14,185,422,51,42,49,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Wing,8793,Oliver Kragl,15,12,4,973,3,8,4,0,31,6,1,1.04,0.51,0,0,11,293,175,90,27,11,6.0,321.12,230,1483.04,32,6,20,8,0,42,9,14,4,26,16,47,247,14,22,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Right Center Forward,11672,Samuele Longo,18,3,0,410,15,3,2,0,11,2,0,0.78,0.72,3,1,3,58,36,7,2,0,9.1,237.15,69,412.65,6,13,6,4,0,28,1,0,0,7,3,15,102,11,12,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Center Forward,24235,Federico Dionisi,32,28,17,2578,4,11,12,0,86,26,9,5.99,2.57,4,3,25,616,395,90,33,12,11.19,514.49,805,4812.26,93,68,87,39,11,156,16,17,6,35,4,164,560,97,62,90,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Left Center Forward,20970,Nicolás Castillo,6,3,2,337,3,1,1,0,10,2,0,0.5,0.18,0,0,1,74,60,5,0,3,1.6,91.52,84,352.5,4,4,4,2,1,26,1,0,0,3,1,14,75,11,13,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Frosinone'],Center Forward,13613,Daniel Ciofani,37,33,24,3077,4,9,1,0,77,27,9,8.1,3.61,22,1,35,608,377,81,4,2,-0.29,543.82,474,2284.71,31,56,33,16,3,217,5,4,3,37,43,89,544,44,65,53,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Goalkeeper,38312,Eugenio Lamanna,13,13,13,1245,0,0,0,0,0,0,0,0.0,0.0,0,0,1,355,231,241,0,8,-2.05,547.67,122,632.33,9,0,0,0,0,0,0,0,0,2,0,55,2,0,0,1,1,18,119,39,0,4
Italy - Serie A,2015/2016,['Genoa'],Goalkeeper,7148,Mattia Perin,25,25,25,2407,0,0,2,0,0,0,0,0.0,0.0,0,0,1,776,449,568,0,25,-1.85,1178.4,304,1929.14,22,0,0,0,0,0,0,0,0,1,2,143,1,0,0,2,0,30,227,86,1,8
Italy - Serie A,2015/2016,['Genoa'],Right Center Back,9940,Armando Izzo,33,30,25,2830,3,3,8,2,15,4,0,0.94,0.55,7,1,9,1449,1157,369,6,47,-3.94,716.85,1010,6049.01,111,15,25,15,1,122,29,74,32,74,147,143,417,19,49,51,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Center Back,6894,Ezequiel Muñoz,18,17,14,1483,1,3,7,0,8,4,0,0.51,0.51,7,0,1,634,510,155,0,14,-5.24,361.91,416,2478.45,41,2,4,3,0,70,14,22,9,50,84,57,322,5,32,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Center Back,7176,Sebastian De Maio,28,25,22,2381,3,3,6,1,14,4,1,1.5,1.24,8,1,1,1098,878,295,6,27,-3.46,591.87,700,4473.5,95,5,10,7,0,95,12,32,18,54,149,96,400,12,46,12,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Center Back,7467,Nicolás Burdisso,28,28,27,2614,0,1,7,0,10,3,0,0.75,0.65,7,0,2,1080,880,335,1,81,-1.38,742.47,639,4326.6,73,1,2,2,0,78,8,38,12,47,182,130,226,4,38,15,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Center Back,40457,Giovanni Marchese,11,7,4,710,4,3,4,0,4,0,0,0.19,0.19,2,0,2,354,261,122,8,9,3.49,243.74,223,945.99,17,2,0,0,0,20,2,7,3,21,49,38,108,0,23,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Wing Back,7464,Cristian Ansaldi,24,23,20,2145,1,3,4,0,13,3,0,0.44,0.37,0,4,19,1086,772,324,66,50,-6.73,527.56,864,6351.32,150,16,52,31,2,106,16,28,11,55,80,138,452,24,40,48,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Wing Back,10881,Diogo Figueiras,9,7,2,575,2,5,2,0,5,3,1,0.14,0.11,0,0,1,264,198,62,6,1,-8.77,159.43,198,1108.04,24,10,7,4,2,16,2,11,3,13,15,26,117,7,13,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Wing Back,4369,Issa Cissokho,13,6,5,714,7,1,1,1,1,0,0,0.03,0.03,0,1,7,421,343,87,23,10,-11.47,239.45,316,1986.86,47,3,6,4,0,26,2,14,4,17,18,40,98,10,8,8,0,0,0,0,0,0
