season,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_attempted_per90,shots_on_target,shots_on_target_per90,goals,goals_per90,xg_total,xg_total_per90,headers,assists,assists_per90,key_passes,key_passes_per90,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_accuracy,progressive_passes,progressive_passes_per90,crosses,crosses_per90,switches,carries_attempted,carries_attempted_per90,carry_distance_total,carry_distance_total_per90,progressive_carries,carries_to_penalty_area,carries_to_penalty_area_per90,dribbles_attempted,dribbles_attempted_per90,dribbles_completed,dribbles_completed_per90,dribbles_success_rate,dribble_overruns,duels_attempted,duels_attempted_per90,duels_won,duels_won_per90,duels_lost,interceptions_attempted,interceptions_attempted_per90,duels_success_rate,interceptions_won,interceptions_won_per90,interceptions_lost,blocks,blocks_per90,interceptions_ratio,clearances,clearances_per90,ball_recoveries,ball_recoveries_per90,pressures,pressures_per90,dispossessed,fouls_committed,fouls_committed_per90,fouls_won,fouls_balance,own_goals,gk_goals_conceded,gk_goals_conceded_per90,gk_shots_faced,gk_shots_faced_per90,gk_saves,gk_saves_per90,gk_penalties_saved,gk_save_ratio,gk_clean_sheet,teams,competitions,main_role,avg_pass_angle,avg_pass_length,team_league_position,macro_role,goal_contribution,goal_contribution_per90
2015/2016,40469,Marcel Schäfer,21,14,10,1381,7,4,1,0,12,0.78,5,0.33,1,0.07,0.87,0.06,1,2,0.13,32,2.09,772,50.31,590,38.45,0.7642487046632125,166,10.82,45,2.93,30,516,33.63,2841.3,185.17,59,10,0.65,14,0.91,5,0.33,0.35714285714285715,0,41,2.67,6,0.39,35,4,0.26,0.14634146341463414,1,0.07,3,19,1.24,0.25,24,1.56,58,3.78,156,10.17,9,11,0.72,12,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Wolfsburg'],['Germany - 1. Bundesliga'],Left Back,17.64,405.04,8,DEF,3,0.2
2015/2016,40470,Georg Niedermeier,18,16,15,1495,2,1,5,0,10,0.6,5,0.3,3,0.18,1.39,0.08,9,1,0.06,3,0.18,638,38.41,524,31.55,0.8213166144200627,199,11.98,0,0.0,23,404,24.32,2991.37,180.08,42,1,0.06,0,0.0,0,0.0,0.0,0,50,3.01,5,0.3,45,20,1.2,0.1,6,0.36,14,38,2.29,0.3,73,4.39,49,2.95,127,7.65,1,22,1.32,8,-14,2,0,0.0,0,0.0,0,0.0,0,0.0,0,['VfB Stuttgart'],['Germany - 1. Bundesliga'],Left Center Back,5.23,416.43,17,DEF,4,0.24
2015/2016,40473,Artoms Rudņevs,11,6,2,636,5,4,1,0,15,2.12,9,1.27,2,0.28,2.03,0.29,4,1,0.14,4,0.57,163,23.07,100,14.15,0.6134969325153374,22,3.11,7,0.99,4,124,17.55,765.6,108.34,22,11,1.56,10,1.42,3,0.42,0.3,1,71,10.05,1,0.14,70,1,0.14,0.014084507042253521,0,0.0,1,10,1.42,0.0,9,1.27,17,2.41,129,18.25,14,13,1.84,5,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hamburger SV'],['Germany - 1. Bundesliga'],Center Forward,-0.64,176.84,10,FWD,3,0.42
2015/2016,40474,Jens Hegeler,15,3,0,531,12,3,1,0,13,2.2,3,0.51,0,0.0,1.26,0.21,5,0,0.0,1,0.17,215,36.44,180,30.51,0.8372093023255814,23,3.9,0,0.0,1,157,26.61,828.82,140.48,8,4,0.68,5,0.85,5,0.85,1.0,0,42,7.12,4,0.68,38,6,1.02,0.09523809523809523,1,0.17,5,11,1.86,0.16666666666666666,12,2.03,16,2.71,122,20.68,5,16,2.71,8,-8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hertha Berlin'],['Germany - 1. Bundesliga'],Left Defensive Midfield,-1.12,231.52,7,MID,0,0.0
2015/2016,40477,Jan Rosenthal,23,17,2,1467,6,15,2,0,17,1.04,4,0.25,0,0.0,1.56,0.1,7,1,0.06,8,0.49,375,23.01,221,13.56,0.5893333333333334,70,4.29,10,0.61,4,267,16.38,1333.34,81.8,18,13,0.8,22,1.35,13,0.8,0.5909090909090909,2,112,6.87,4,0.25,108,8,0.49,0.03571428571428571,1,0.06,7,21,1.29,0.125,12,0.74,55,3.37,295,18.1,16,29,1.78,19,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Darmstadt 98'],['Germany - 1. Bundesliga'],Center Attacking Midfield,0.43,382.06,14,MID,1,0.06
2015/2016,40479,Janek Sternberg,9,4,3,482,5,1,2,0,2,0.37,0,0.0,0,0.0,0.1,0.02,0,0,0.0,2,0.37,201,37.53,134,25.02,0.6666666666666666,58,10.83,12,2.24,5,120,22.41,970.35,181.19,27,4,0.75,7,1.31,6,1.12,0.8571428571428571,1,15,2.8,1,0.19,14,9,1.68,0.06666666666666667,1,0.19,8,14,2.61,0.1111111111111111,15,2.8,21,3.92,96,17.93,2,11,2.05,9,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Werder Bremen'],['Germany - 1. Bundesliga'],Left Back,7.27,185.96,13,DEF,0,0.0
2015/2016,40480,Markus Feulner,18,10,8,1148,8,2,5,0,13,1.02,4,0.31,1,0.08,0.84,0.07,0,0,0.0,7,0.55,441,34.57,316,24.77,0.7165532879818595,111,8.7,23,1.8,10,321,25.17,1803.59,141.4,31,12,0.94,21,1.65,11,0.86,0.5238095238095238,0,56,4.39,8,0.63,48,9,0.71,0.14285714285714285,5,0.39,4,20,1.57,0.5555555555555556,29,2.27,67,5.25,259,20.3,23,30,2.35,20,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Augsburg'],['Germany - 1. Bundesliga'],Left Back,-5.22,364.6,12,DEF,1,0.08
2015/2016,40481,Dominik Stroh-Engel,15,6,1,561,9,5,0,0,6,0.96,2,0.32,0,0.0,0.84,0.13,1,1,0.16,3,0.48,119,19.09,68,10.91,0.5714285714285714,16,2.57,2,0.32,0,72,11.55,330.31,52.99,5,5,0.8,2,0.32,0,0.0,0.0,0,57,9.14,0,0.0,57,2,0.32,0.0,1,0.16,1,9,1.44,0.5,7,1.12,15,2.41,105,16.84,4,12,1.93,10,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Darmstadt 98'],['Germany - 1. Bundesliga'],Center Forward,7.68,169.12,14,FWD,1,0.16
2015/2016,40483,Benjamin Gorka,4,0,0,33,4,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,5,13.64,3,8.18,0.6,4,10.91,0,0.0,0,1,2.73,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,1,2.73,0,0.0,1,0,0.0,0.0,0,0.0,0,1,2.73,0.0,1,2.73,0,0.0,2,5.45,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Darmstadt 98'],['Germany - 1. Bundesliga'],Left Defensive Midfield,-0.92,96.48,14,MID,0,0.0
2015/2016,40484,Vincent Enyeama,35,35,34,3334,0,0,3,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,0.03,1094,29.53,650,17.55,0.5941499085923218,844,22.78,1,0.03,25,457,12.34,2427.85,65.54,35,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,3,0.08,0.0,2,0.05,178,4.81,9,0.24,1,1,0.03,4,3,0,24,0.65,237,6.4,94,2.54,0,0.39662447257383965,18,['Lille'],['France - Ligue 1'],Goalkeeper,-2.36,1615.83,5,GK,0,0.0
2015/2016,40485,Ryan Mendes,3,0,0,106,3,0,0,0,1,0.85,0,0.0,0,0.0,0.02,0.02,0,0,0.0,0,0.0,42,35.66,32,27.17,0.7619047619047619,8,6.79,3,2.55,1,46,39.06,273.58,232.28,7,5,4.25,6,5.09,1,0.85,0.16666666666666666,2,15,12.74,2,1.7,13,1,0.85,0.13333333333333333,1,0.85,0,2,1.7,1.0,0,0.0,6,5.09,21,17.83,1,3,2.55,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Right Midfield,-0.82,45.92,5,MID,0,0.0
2015/2016,40486,Éric Bauthéac,28,25,18,2293,3,7,7,0,54,2.12,12,0.47,2,0.08,4.17,0.16,10,1,0.04,27,1.06,996,39.09,660,25.9,0.6626506024096386,180,7.06,67,2.63,44,756,29.67,4901.35,192.38,98,29,1.14,56,2.2,23,0.9,0.4107142857142857,3,105,4.12,21,0.82,84,21,0.82,0.2,13,0.51,8,40,1.57,0.6190476190476191,24,0.94,128,5.02,445,17.47,45,40,1.57,31,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Left Wing,9.79,526.82,5,FWD,3,0.12
2015/2016,40509,Kermit Erasmus,2,0,0,45,2,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,3,6.0,22,44.0,19,38.0,0.8636363636363636,2,4.0,1,2.0,0,18,36.0,127.79,255.58,2,0,0.0,0,0.0,0,0.0,0.0,0,2,4.0,0,0.0,2,0,0.0,0.0,0,0.0,0,2,4.0,0.0,0,0.0,1,2.0,8,16.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Rennes'],['France - Ligue 1'],Center Attacking Midfield,2.5,30.27,8,MID,0,0.0
2015/2016,40517,Gilles Cioni,19,16,11,1569,3,4,2,1,3,0.17,0,0.0,0,0.0,0.05,0.0,0,0,0.0,5,0.29,683,39.18,458,26.27,0.6705710102489019,284,16.29,22,1.26,16,344,19.73,1508.5,86.53,28,1,0.06,4,0.23,3,0.17,0.75,0,52,2.98,4,0.23,48,27,1.55,0.07692307692307693,5,0.29,22,26,1.49,0.18518518518518517,42,2.41,49,2.81,159,9.12,3,16,0.92,9,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bastia'],['France - Ligue 1'],Right Back,-15.73,459.52,10,DEF,0,0.0
2015/2016,40518,Abdou Traoré,10,4,1,409,6,3,0,0,2,0.44,0,0.0,0,0.0,0.02,0.0,0,0,0.0,1,0.22,242,53.25,206,45.33,0.8512396694214877,36,7.92,1,0.22,6,205,45.11,860.33,189.31,15,0,0.0,2,0.44,2,0.44,1.0,0,10,2.2,3,0.66,7,5,1.1,0.3,4,0.88,1,3,0.66,0.8,2,0.44,29,6.38,75,16.5,4,7,1.54,8,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bordeaux'],['France - Ligue 1'],Left Center Midfield,3.9,191.83,14,MID,0,0.0
2015/2016,40521,Franck Signorino,29,29,27,2714,0,2,5,0,1,0.03,0,0.0,0,0.0,0.02,0.0,0,2,0.07,10,0.33,1427,47.32,1057,35.05,0.7407147862648914,373,12.37,32,1.06,15,869,28.82,4930.13,163.49,110,2,0.07,27,0.9,13,0.43,0.48148148148148145,3,99,3.28,8,0.27,91,34,1.13,0.08080808080808081,13,0.43,21,80,2.65,0.38235294117647056,118,3.91,116,3.85,390,12.93,30,29,0.96,36,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Stade de Reims'],['France - Ligue 1'],Left Back,27.36,527.07,18,DEF,2,0.07
2015/2016,40522,Rio Mavuba,35,31,28,2996,4,3,5,0,11,0.33,4,0.12,0,0.0,0.46,0.01,0,0,0.0,12,0.36,1445,43.41,1196,35.93,0.827681660899654,331,9.94,5,0.15,46,1104,33.16,5711.44,171.57,92,4,0.12,24,0.72,12,0.36,0.5,2,107,3.21,21,0.63,86,32,0.96,0.19626168224299065,13,0.39,19,48,1.44,0.40625,25,0.75,187,5.62,610,18.32,30,26,0.78,65,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Center Defensive Midfield,-1.13,723.4,5,MID,0,0.0
2015/2016,40523,Marko Baša,15,15,14,1414,0,1,1,0,15,0.95,3,0.19,0,0.0,1.22,0.08,13,0,0.0,1,0.06,633,40.29,559,35.58,0.8830963665086888,129,8.21,1,0.06,25,420,26.73,2273.76,144.72,44,0,0.0,5,0.32,2,0.13,0.4,1,23,1.46,4,0.25,19,15,0.95,0.17391304347826086,2,0.13,13,26,1.65,0.13333333333333333,67,4.26,62,3.95,93,5.92,3,15,0.95,25,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Left Center Back,3.95,325.75,5,DEF,0,0.0
2015/2016,40524,Franck Béria,2,1,0,65,1,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,1.38,44,60.92,36,49.85,0.8181818181818182,3,4.15,3,4.15,0,28,38.77,104.94,145.3,1,1,1.38,1,1.38,1,1.38,1.0,0,2,2.77,0,0.0,2,1,1.38,0.0,0,0.0,1,3,4.15,0.0,0,0.0,2,2.77,10,13.85,1,2,2.77,0,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Right Wing,-2.26,44.54,5,FWD,0,0.0
2015/2016,40526,Pantxi Sirieix,5,0,0,96,5,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,2,1.88,1,0.94,55,51.56,36,33.75,0.6545454545454545,15,14.06,2,1.88,1,36,33.75,241.42,226.33,5,1,0.94,1,0.94,0,0.0,0.0,0,4,3.75,0,0.0,4,0,0.0,0.0,0,0.0,0,1,0.94,0.0,0,0.0,3,2.81,28,26.25,2,1,0.94,3,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Left Defensive Midfield,-0.36,97.35,17,MID,2,1.88
2015/2016,40527,Benjamin Angoua,17,13,13,1337,4,0,4,0,4,0.27,2,0.13,1,0.07,0.46,0.03,2,0,0.0,1,0.07,480,32.31,371,24.97,0.7729166666666667,142,9.56,2,0.13,9,294,19.79,1485.51,100.0,19,3,0.2,1,0.07,1,0.07,1.0,0,45,3.03,7,0.47,38,18,1.21,0.15555555555555556,3,0.2,15,21,1.41,0.16666666666666666,79,5.32,45,3.03,148,9.96,1,22,1.48,5,-17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Guingamp'],['France - Ligue 1'],Right Center Back,-0.91,396.42,16,DEF,1,0.07
2015/2016,40528,Florian Marange,22,19,13,1695,3,6,6,0,2,0.11,0,0.0,0,0.0,0.04,0.0,1,1,0.05,3,0.16,950,50.44,701,37.22,0.7378947368421053,332,17.63,20,1.06,21,515,27.35,2462.66,130.76,39,1,0.05,4,0.21,1,0.05,0.25,0,84,4.46,9,0.48,75,24,1.27,0.10714285714285714,6,0.32,18,43,2.28,0.25,80,4.25,70,3.72,288,15.29,4,27,1.43,7,-20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bastia'],['France - Ligue 1'],Left Back,18.44,487.92,10,DEF,1,0.05
2015/2016,40529,Morgan De Sanctis,4,4,4,378,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,79,18.81,59,14.05,0.7468354430379747,51,12.14,0,0.0,1,39,9.29,180.13,42.89,3,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,10,2.38,1,0.24,0,0,0.0,0,0,0,7,1.67,15,3.57,12,2.86,1,0.8,0,['AS Roma'],['Italy - Serie A'],Goalkeeper,0.04,139.93,3,GK,0,0.0
2015/2016,40530,Jamel Saihi,13,8,3,637,5,5,3,0,7,0.99,2,0.28,0,0.0,0.26,0.04,0,0,0.0,8,1.13,411,58.07,335,47.33,0.8150851581508516,104,14.69,1,0.14,4,301,42.53,1390.97,196.53,12,1,0.14,12,1.7,7,0.99,0.5833333333333334,0,34,4.8,7,0.99,27,16,2.26,0.20588235294117646,8,1.13,8,12,1.7,0.5,9,1.27,48,6.78,213,30.09,5,15,2.12,4,-11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Montpellier'],['France - Ligue 1'],Right Defensive Midfield,0.79,249.46,11,MID,0,0.0
2015/2016,40531,Erwin Koffi,1,1,1,97,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,0.93,61,56.6,47,43.61,0.7704918032786885,17,15.77,1,0.93,0,38,35.26,181.22,168.14,2,0,0.0,0,0.0,0,0.0,0.0,0,5,4.64,1,0.93,4,3,2.78,0.2,3,2.78,0,0,0.0,1.0,2,1.86,5,4.64,17,15.77,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lorient'],['France - Ligue 1'],Right Back,-0.74,19.68,15,DEF,0,0.0
2015/2016,40533,Cédric Carrasso,20,20,18,1840,0,2,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,581,28.42,350,17.12,0.6024096385542169,453,22.16,0,0.0,9,261,12.77,1356.48,66.35,23,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,2,0.1,0.0,0,0.0,99,4.84,0,0.0,0,0,0.0,1,1,1,29,1.42,113,5.53,58,2.84,1,0.5132743362831859,6,['Bordeaux'],['France - Ligue 1'],Goalkeeper,-2.9,908.4,14,GK,0,0.0
2015/2016,40536,Issiar Dia,11,5,1,399,6,4,0,0,6,1.35,0,0.0,0,0.0,0.39,0.09,0,0,0.0,4,0.9,124,27.97,82,18.5,0.6612903225806451,18,4.06,12,2.71,2,153,34.51,1241.27,279.99,29,15,3.38,15,3.38,9,2.03,0.6,0,19,4.29,1,0.23,18,0,0.0,0.05263157894736842,0,0.0,0,0,0.0,0.0,0,0.0,18,4.06,32,7.22,12,2,0.45,8,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Gazélec Ajaccio'],['France - Ligue 1'],Right Center Forward,-0.2,176.91,19,FWD,0,0.0
2015/2016,40538,Kim Jin-Su,15,14,13,1379,1,1,3,0,7,0.46,2,0.13,0,0.0,0.17,0.01,0,0,0.0,4,0.26,662,43.21,480,31.33,0.7250755287009063,220,14.36,9,0.59,8,365,23.82,2576.5,168.15,59,1,0.07,15,0.98,5,0.33,0.3333333333333333,1,38,2.48,4,0.26,34,31,2.02,0.10526315789473684,13,0.85,18,35,2.28,0.41935483870967744,53,3.46,62,4.05,238,15.53,15,20,1.31,20,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hoffenheim'],['Germany - 1. Bundesliga'],Left Back,12.68,321.51,15,DEF,0,0.0
2015/2016,40543,Hong Jeong-Ho,23,19,16,1804,4,3,4,0,15,0.75,6,0.3,2,0.1,1.46,0.07,7,0,0.0,3,0.15,919,45.85,776,38.71,0.8443960826985855,279,13.92,2,0.1,82,676,33.73,3314.03,165.33,36,1,0.05,2,0.1,2,0.1,1.0,0,67,3.34,4,0.2,63,16,0.8,0.05970149253731343,4,0.2,12,44,2.2,0.25,129,6.44,63,3.14,156,7.78,2,24,1.2,14,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Augsburg'],['Germany - 1. Bundesliga'],Right Center Back,-7.52,573.33,12,DEF,2,0.1
2015/2016,40641,Pavle Ninkov,10,5,4,553,5,1,0,0,1,0.16,0,0.0,0,0.0,0.04,0.01,0,1,0.16,3,0.49,268,43.62,188,30.6,0.7014925373134329,100,16.27,8,1.3,3,143,23.27,598.1,97.34,11,3,0.49,7,1.14,2,0.33,0.2857142857142857,0,29,4.72,4,0.65,25,11,1.79,0.13793103448275862,7,1.14,4,12,1.95,0.6363636363636364,18,2.93,34,5.53,69,11.23,5,8,1.3,3,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Right Back,-8.15,223.82,17,DEF,1,0.16
2015/2016,40645,Laurent Pionnier,25,25,25,2385,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,2,0.08,682,25.74,383,14.45,0.5615835777126099,555,20.94,0,0.0,10,265,10.0,1684.75,63.58,31,0,0.0,1,0.04,1,0.04,1.0,0,1,0.04,0,0.0,1,0,0.0,0.0,0,0.0,0,1,0.04,0.0,1,0.04,127,4.79,3,0.11,0,1,0.04,4,3,0,29,1.09,172,6.49,61,2.3,0,0.3546511627906977,6,['Montpellier'],['France - Ligue 1'],Goalkeeper,0.7,1226.67,11,GK,0,0.0
2015/2016,40697,Mounir Obbadi,30,25,18,2444,5,7,8,0,31,1.14,6,0.22,1,0.04,2.27,0.08,0,4,0.15,48,1.77,1708,62.9,1441,53.06,0.8436768149882904,377,13.88,14,0.52,50,1357,49.97,7431.33,273.66,113,16,0.59,37,1.36,27,0.99,0.7297297297297297,1,99,3.65,14,0.52,85,34,1.25,0.1414141414141414,22,0.81,12,54,1.99,0.6470588235294118,23,0.85,179,6.59,719,26.48,35,51,1.88,29,-22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Lille'],['France - Ligue 1'],Left Center Midfield,3.08,596.27,5,MID,5,0.18
2015/2016,40698,Nicolas Seube,33,24,11,2283,9,12,6,1,15,0.59,1,0.04,0,0.0,0.67,0.03,0,1,0.04,10,0.39,815,32.13,635,25.03,0.7791411042944786,239,9.42,3,0.12,22,516,20.34,2802.69,110.49,44,1,0.04,10,0.39,6,0.24,0.6,0,134,5.28,25,0.99,109,28,1.1,0.1865671641791045,10,0.39,18,73,2.88,0.35714285714285715,54,2.13,123,4.85,730,28.78,6,51,2.01,31,-20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Caen'],['France - Ligue 1'],Center Defensive Midfield,0.85,656.58,7,MID,1,0.04
2015/2016,40699,Sylvain Armand,34,33,32,3173,1,1,5,0,14,0.4,4,0.11,1,0.03,2.41,0.07,4,1,0.03,12,0.34,1742,49.41,1435,40.7,0.8237657864523537,654,18.55,6,0.17,47,1246,35.34,7525.74,213.46,160,1,0.03,15,0.43,14,0.4,0.9333333333333333,1,93,2.64,11,0.31,82,56,1.59,0.11827956989247312,23,0.65,33,56,1.59,0.4107142857142857,163,4.62,197,5.59,266,7.54,8,24,0.68,18,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Rennes'],['France - Ligue 1'],Left Center Back,11.58,877.44,8,DEF,2,0.06
2015/2016,40700,Mamadou N''Diaye,7,1,0,169,6,1,0,0,2,1.07,0,0.0,0,0.0,0.05,0.03,0,1,0.53,1,0.53,85,45.27,68,36.21,0.8,14,7.46,1,0.53,0,61,32.49,405.46,215.93,6,1,0.53,3,1.6,2,1.07,0.6666666666666666,0,5,2.66,1,0.53,4,2,1.07,0.2,1,0.53,1,4,2.13,0.5,7,3.73,8,4.26,19,10.12,3,2,1.07,0,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Montpellier'],['France - Ligue 1'],Left Back,5.88,129.24,11,DEF,1,0.53
2015/2016,40701,Jordan Leborgne,14,7,2,713,7,5,3,0,8,1.01,5,0.63,0,0.0,0.39,0.05,0,1,0.13,7,0.88,241,30.42,175,22.09,0.7261410788381742,59,7.45,2,0.25,10,201,25.37,1195.69,150.93,26,2,0.25,14,1.77,7,0.88,0.5,0,26,3.28,4,0.5,22,10,1.26,0.15384615384615385,2,0.25,8,19,2.4,0.2,8,1.01,53,6.69,177,22.34,12,7,0.88,16,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Caen'],['France - Ligue 1'],Right Center Midfield,-4.45,275.75,7,MID,1,0.13
2015/2016,40822,Dani Ndi,15,10,1,784,5,9,2,0,12,1.38,4,0.46,1,0.11,1.72,0.2,3,0,0.0,7,0.8,227,26.06,153,17.56,0.6740088105726872,42,4.82,12,1.38,5,289,33.18,1982.35,227.57,42,18,2.07,26,2.98,17,1.95,0.6538461538461539,3,65,7.46,2,0.23,63,6,0.69,0.03076923076923077,4,0.46,2,10,1.15,0.6666666666666666,2,0.23,38,4.36,127,14.58,29,17,1.95,42,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sporting Gijón'],['Spain - La Liga'],Center Attacking Midfield,0.23,236.54,16,MID,1,0.11
2015/2016,40945,Alex Rodrigo Dias da Costa,25,24,21,2230,1,3,5,0,23,0.93,7,0.28,3,0.12,1.8,0.07,16,1,0.04,5,0.2,943,38.06,830,33.5,0.88016967126193,187,7.55,1,0.04,20,603,24.34,3680.51,148.54,70,2,0.08,4,0.16,4,0.16,1.0,0,89,3.59,9,0.36,80,33,1.33,0.10112359550561797,8,0.32,25,42,1.7,0.24242424242424243,151,6.09,78,3.15,252,10.17,2,34,1.37,10,-24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AC Milan'],['Italy - Serie A'],Right Center Back,-5.68,541.82,7,DEF,4,0.16
2015/2016,41041,Jonathan Correia,4,2,2,256,2,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,159,55.9,138,48.52,0.8679245283018868,17,5.98,3,1.05,2,111,39.02,475.75,167.26,9,0,0.0,5,1.76,4,1.41,0.8,0,8,2.81,0,0.0,8,5,1.76,0.0,2,0.7,3,8,2.81,0.4,6,2.11,8,2.81,33,11.6,1,2,0.7,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['OGC Nice'],['France - Ligue 1'],Left Back,5.84,72.05,4,DEF,0,0.0
2015/2016,41063,Aaron Mattia Tabacchi,1,0,0,12,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,7.5,9,67.5,6,45.0,0.6666666666666666,0,0.0,3,22.5,1,7,52.5,56.84,426.3,4,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,2,15.0,4,30.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bologna'],['Italy - Serie A'],Left Wing,1.16,23.59,14,FWD,0,0.0
2015/2016,41067,Davide Bassi,1,1,1,94,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,37,35.43,18,17.23,0.4864864864864865,30,28.72,0,0.0,2,9,8.62,55.86,53.48,1,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,4,3.83,0,0.0,0,0,0.0,0,0,0,3,2.87,8,7.66,3,2.87,0,0.375,0,['Atalanta'],['Italy - Serie A'],Goalkeeper,-0.2,46.22,13,GK,0,0.0
2015/2016,41082,Steve Sidwell,1,0,0,18,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,7,35.0,6,30.0,0.8571428571428571,2,10.0,0,0.0,0,4,20.0,10.99,54.95,0,0,0.0,0,0.0,0,0.0,0.0,0,3,15.0,1,5.0,2,0,0.0,0.3333333333333333,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,3,15.0,1,1,5.0,0,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Stoke City'],['England - Premier League'],Center Attacking Midfield,1.24,16.67,9,MID,0,0.0
2015/2016,41185,Jakob Haugaard,5,4,4,436,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,145,29.93,82,16.93,0.5655172413793104,132,27.25,0,0.0,3,63,13.0,369.32,76.24,10,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,26,5.37,0,0.0,0,0,0.0,0,0,0,11,2.27,41,8.46,12,2.48,0,0.2926829268292683,0,['Stoke City'],['England - Premier League'],Goalkeeper,-0.18,295.43,9,GK,0,0.0
