competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Goalkeeper,10332,Odysseas Vlachodimos,3,2,2,216,1,0,0,0,0,0,0,0.0,0,0,60,39,38,0,0,31,147.94,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,11,5,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Goalkeeper,9082,Przemysław Tytoń,30,30,29,2797,0,0,1,1,0,0,0,0.0,0,1,919,549,678,0,11,395,2238.48,41,0,0,0,0,0,0,0,0,0,165,8,0,3,3,0,61,228,120,1,4
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Back,9728,Florian Klein,22,17,14,1655,5,2,4,1,14,2,0,0.61,1,12,670,481,159,29,10,363,2340.84,36,5,12,9,84,10,26,10,41,43,83,328,13,21,17,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Back,20665,Kevin Großkreutz,10,10,10,936,0,0,3,0,6,1,0,0.6,0,6,448,339,94,17,9,280,1620.62,33,12,5,3,39,6,8,5,32,25,45,143,19,13,7,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Back,11370,Matthias Zimmermann,2,2,1,171,0,1,0,0,1,0,0,0.01,0,1,79,53,25,3,2,41,240.83,7,0,3,2,7,1,3,2,6,4,11,30,1,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Center Back,8270,Daniel Schwaab,29,26,25,2500,3,1,3,0,10,4,0,0.44,1,5,1187,904,427,9,29,747,4946.47,105,2,18,16,137,9,25,8,39,112,106,386,7,31,20,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Center Back,38172,Toni Šunjić,19,17,12,1425,2,4,6,1,7,2,1,0.78,0,2,516,401,144,0,11,286,2130.4,40,1,4,4,74,6,25,5,22,122,54,176,1,28,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Back,4683,Adam Hloušek,7,4,4,448,3,0,1,0,1,1,0,0.07,0,0,206,157,92,1,8,124,814.41,15,0,1,1,17,3,3,0,11,30,8,52,1,7,5,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Back,17520,Federico Barba,2,2,0,142,0,2,0,0,1,1,1,0.1,0,0,75,60,13,0,3,48,202.28,2,0,0,0,5,0,4,1,5,7,8,19,0,3,2,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Back,40470,Georg Niedermeier,18,16,15,1495,2,1,5,0,10,5,3,1.39,1,3,638,524,199,0,23,404,2991.37,42,1,0,0,50,5,20,6,38,73,49,127,1,22,8,2,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Back,8956,Timo Baumgartl,19,17,16,1625,2,1,3,0,7,1,0,1.1,0,0,688,544,230,0,19,390,2966.88,50,0,2,0,80,9,12,2,49,108,55,234,4,18,19,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Back,12626,Emiliano Insúa,33,33,30,3064,0,3,5,0,22,3,0,0.73,1,29,1678,1224,536,69,25,1002,6209.82,137,17,56,37,107,13,51,25,91,102,180,564,24,49,37,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Defensive Midfield,11395,Lukas Rupp,29,24,14,2186,5,10,4,0,39,12,5,3.98,4,29,978,732,188,20,17,825,4911.13,92,35,48,30,122,16,29,14,71,22,177,706,51,39,25,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Defensive Midfield,28601,Marvin Wanitzek,1,0,0,8,1,0,0,0,0,0,0,0.0,0,0,5,4,1,0,0,3,9.31,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Defensive Midfield,34558,Geoffroy Serey Dié,23,23,11,1876,0,11,9,1,15,2,1,0.46,2,15,956,798,250,8,26,817,4907.87,91,5,60,39,75,17,25,14,33,29,190,415,18,43,28,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Defensive Midfield,12583,Carlos Gruezo,2,1,0,63,1,1,0,0,0,0,0,0.0,0,0,18,10,4,0,1,11,29.11,0,0,0,0,3,0,1,1,1,0,6,23,1,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Defensive Midfield,8959,Christian Gentner,29,29,24,2592,0,5,3,0,48,20,5,4.62,2,25,1354,993,324,33,23,960,5168.36,88,23,28,20,100,20,33,7,67,59,138,675,16,54,63,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Defensive Midfield,7594,Mart Ristl,3,0,0,56,3,0,1,0,0,0,0,0.0,0,1,28,22,2,0,1,27,142.08,1,0,0,0,1,0,0,0,2,0,8,23,1,4,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Midfield,43055,Arianit Ferati,3,0,0,85,3,1,0,0,1,0,0,0.08,1,3,46,36,12,2,0,40,238.9,5,1,4,2,7,1,0,0,1,0,4,20,1,2,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Midfield,5591,Filip Kostić,30,30,20,2687,0,10,5,0,47,18,5,4.83,5,71,1089,589,184,162,104,975,9261.17,243,56,88,50,85,13,28,15,73,11,168,545,99,41,47,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Midfield,9262,Philip Heise,5,1,1,164,4,0,0,0,3,1,0,0.16,0,0,90,66,23,2,3,62,406.75,7,2,4,1,5,0,2,0,4,5,9,37,1,1,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Bayer Leverkusen', 'VfB Stuttgart']",Right Wing,5494,Robbie Kruse,12,2,1,497,10,1,2,0,7,0,0,0.55,0,5,170,114,11,11,2,151,1152.41,26,24,5,1,24,0,4,4,10,2,23,137,9,4,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Attacking Midfield,8550,Alexandru Maxim,25,9,3,1136,16,6,1,0,29,11,1,2.09,5,29,627,456,104,27,38,497,2989.05,56,21,30,17,42,5,7,2,17,4,61,311,23,20,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Attacking Midfield,8243,Daniel Didavi,31,30,14,2488,1,15,9,1,93,38,13,11.07,3,32,1027,752,218,47,38,890,5405.08,122,29,36,23,115,9,10,3,48,20,97,640,56,57,66,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Center Forward,35496,Jan Kliment,8,0,0,191,8,0,1,0,3,3,1,0.09,0,3,45,34,1,3,0,46,266.04,6,3,5,2,19,2,0,0,0,0,4,41,6,6,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Right Center Forward,8557,Martin Harnik,19,11,6,1055,8,5,2,0,32,15,2,4.94,0,9,335,223,39,15,8,282,1800.18,26,35,23,12,76,5,7,2,32,17,47,252,12,21,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Left Center Forward,9409,Daniel Ginczek,7,7,7,663,0,0,1,0,18,8,3,3.87,1,12,190,111,24,7,1,140,803.6,10,18,21,13,41,0,1,1,11,7,19,163,7,14,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Forward,27639,Artem Kravets,15,5,2,643,10,3,1,0,16,5,1,1.58,1,4,180,122,21,6,1,153,689.94,12,17,11,6,46,0,0,0,8,6,18,176,18,15,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Forward,9266,Borys Tashchy,9,0,0,190,9,0,0,0,2,0,0,0.13,0,1,52,33,5,1,0,36,222.25,6,1,2,0,15,0,1,0,2,2,9,40,3,5,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['VfB Stuttgart'],Center Forward,5557,Timo Werner,33,26,11,2272,7,15,0,0,64,22,6,10.15,3,17,562,382,62,31,6,553,3958.7,96,82,48,18,144,2,4,2,43,4,72,535,51,36,48,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Goalkeeper,23269,Felix Wiedwald,34,34,34,3219,0,0,4,0,1,0,0,0.07,0,0,1033,633,819,0,22,495,3127.96,60,0,1,1,0,0,0,0,2,2,159,8,0,2,8,0,65,261,112,0,2
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Back,9140,Luca Zander,2,1,0,107,1,1,0,0,0,0,0,0.0,0,0,35,23,12,0,0,19,89.55,2,0,0,0,4,0,4,3,5,3,4,18,0,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Back,8396,Theodor Gebre Selassie,33,33,32,3110,0,1,5,0,18,5,1,1.29,2,23,1419,1030,341,47,18,760,4198.74,93,17,23,10,168,5,42,7,70,120,108,548,34,46,49,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Center Back,6924,Alejandro Gálvez,21,15,11,1350,6,4,3,0,5,1,1,0.18,0,0,513,383,211,2,46,270,1559.55,20,0,3,2,54,6,32,4,20,61,57,225,4,25,7,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Center Back,51388,Assani Lukimya,12,10,10,973,2,0,3,0,5,0,0,0.63,0,1,380,266,159,0,23,235,1582.4,26,5,1,0,59,9,9,4,20,67,35,139,9,23,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Back,8815,Jannik Vestergaard,33,33,33,3125,0,0,2,0,34,7,2,2.32,0,4,1292,974,461,2,77,800,5655.93,123,1,15,11,152,15,41,15,72,217,131,343,10,25,30,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Back,3774,Papy Djilobodji,14,14,14,1325,0,0,6,0,22,10,2,2.47,0,7,667,447,333,7,47,438,2930.32,40,2,12,12,32,6,32,10,32,101,75,99,3,18,10,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Back,40479,Janek Sternberg,9,4,3,482,5,1,2,0,2,0,0,0.1,0,2,201,134,58,12,5,120,970.35,27,4,7,6,15,1,9,1,14,15,21,96,2,11,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Back,15370,Leon Guwara,1,1,1,91,0,0,0,0,0,0,0,0.0,0,0,45,31,6,1,1,37,293.87,6,0,4,2,6,5,0,0,4,2,6,22,0,3,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Back,26359,Santiago García,29,29,20,2575,0,9,9,0,14,1,0,0.94,2,28,1304,896,430,61,31,720,4031.85,84,17,34,21,122,11,58,23,70,81,118,385,21,52,68,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Back,22043,Ulisses Garcia,11,7,3,620,4,4,3,0,11,3,0,0.47,0,5,243,174,50,11,1,226,1622.61,38,3,17,9,25,6,6,0,14,14,46,127,17,22,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Defensive Midfield,20010,Clemens Fritz,29,29,21,2622,0,8,13,0,25,6,1,0.77,2,15,1035,764,270,16,36,999,7900.57,142,13,47,33,114,23,21,8,60,45,265,493,53,52,91,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Defensive Midfield,6321,Milos Veljkovic,3,1,0,100,2,1,0,0,0,0,0,0.0,0,0,18,14,7,0,0,9,37.76,1,0,1,0,5,0,2,0,5,7,0,34,0,2,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Center Defensive Midfield,8390,Philipp Bargfrede,14,14,11,1243,0,2,2,1,12,1,0,0.43,1,5,511,375,144,2,14,353,2194.75,32,1,8,4,62,11,20,5,34,20,90,286,3,29,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Defensive Midfield,9257,Lukas Fröde,6,1,1,140,5,0,0,0,1,0,0,0.03,0,1,50,29,13,0,0,21,95.15,1,0,0,0,15,1,1,0,1,2,8,29,2,5,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Midfield,8389,Fin Bartels,30,22,13,2171,8,8,6,1,43,20,8,7.13,1,21,663,487,115,30,19,710,5357.31,98,68,78,39,88,6,25,15,44,12,135,426,45,20,36,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Midfield,8554,Levin Öztunalı,25,17,4,1465,8,13,2,0,24,6,1,1.4,3,15,375,231,50,39,6,459,4201.88,109,53,73,36,63,6,9,3,38,8,92,291,47,32,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Center Midfield,16502,László Kleinheisler,6,1,0,215,5,1,0,0,4,1,0,0.16,0,1,78,59,15,5,2,80,474.09,8,2,10,5,8,0,1,1,4,0,16,45,3,6,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Midfield,9178,Felix Kroos,8,2,0,288,6,2,0,0,7,0,0,1.08,0,3,101,75,22,1,4,67,351.21,6,0,2,1,12,1,5,1,6,9,18,71,2,7,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Midfield,11396,Florian Grillitsch,25,23,15,2068,2,8,3,0,28,7,1,2.17,2,19,913,670,191,16,38,668,4027.98,67,19,27,12,93,10,52,21,51,28,134,574,31,27,43,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Midfield,47881,Marcel Hilßner,1,0,0,37,1,0,0,0,0,0,0,0.0,0,0,12,7,4,0,0,5,20.07,0,0,0,0,0,0,0,0,2,0,1,7,0,0,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Midfield,8369,Melvyn Lorenzen,9,1,0,180,8,1,0,0,1,1,0,0.06,0,0,24,13,2,2,0,41,367.93,8,1,9,3,9,0,2,0,6,0,4,58,6,5,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Wing,23660,Sambou Yatabaré,8,6,1,502,2,5,3,0,8,2,1,1.24,1,5,223,127,44,25,8,195,1261.15,23,4,20,14,29,3,0,0,11,8,37,143,11,20,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Wing,401376,Özkan Yıldırım,1,0,0,18,1,0,0,0,1,0,0,0.04,0,0,7,7,0,0,0,9,39.1,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Center Attacking Midfield,8762,Zlatko Junuzović,30,26,19,2475,4,7,6,0,60,16,4,3.11,9,69,1071,679,301,71,74,761,4054.48,77,32,45,21,113,8,21,9,46,14,144,643,45,54,59,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Right Center Forward,8402,Aron Jóhannsson,6,5,0,412,1,5,0,0,13,3,2,1.85,0,7,100,67,14,6,3,94,498.87,9,10,7,3,18,2,1,0,7,1,15,72,4,14,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Left Center Forward,8401,Maximilian Eggestein,7,2,0,198,5,2,0,0,2,1,0,0.12,0,4,62,44,9,1,4,59,296.58,3,3,1,1,14,3,1,0,6,0,12,34,4,3,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Center Forward,12624,Anthony Ujah,32,26,21,2467,6,5,2,0,64,24,11,11.49,0,18,593,359,74,14,3,443,2316.85,33,55,32,16,183,6,2,1,26,48,89,307,42,46,37,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Center Forward,11132,Claudio Pizarro,28,17,9,1843,11,8,3,0,46,25,14,10.43,3,27,593,414,92,3,11,544,2915.3,42,37,46,29,118,6,11,5,44,10,98,299,59,33,23,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Unknown,23198,Michael Zetterer,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Werder Bremen'],Center Forward,28571,Oliver Hüsing,1,0,0,11,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Goalkeeper,4600,Diego Benaglio,21,21,21,1978,0,0,1,0,0,0,0,0.0,0,0,733,587,436,0,8,420,2235.61,27,0,0,0,0,0,0,0,0,0,122,2,0,1,3,0,39,142,60,0,5
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Goalkeeper,8240,Koen Casteels,13,13,13,1227,0,0,1,0,0,0,0,0.0,0,0,486,352,310,0,10,286,1316.35,7,0,0,0,0,0,0,0,0,0,67,3,1,1,1,0,10,94,40,1,4
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Back,23266,Christian Träsch,29,23,15,2157,6,8,2,0,8,1,0,0.18,1,24,1729,1363,462,82,59,1225,6894.52,147,7,43,23,94,16,29,12,44,69,128,418,28,32,32,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Back,24919,Sebastian Jung,11,5,5,577,6,0,1,0,4,1,0,0.8,1,11,374,299,75,17,11,251,1297.62,23,2,9,7,23,2,4,2,12,15,20,105,5,5,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Back,10790,Vieirinha,26,22,14,1979,4,8,3,0,28,9,1,1.65,5,31,1304,977,297,72,82,1063,5659.18,116,25,37,24,88,11,29,12,53,29,133,296,27,16,59,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Center Back,12599,Carlos Ascues,1,0,0,11,1,0,0,0,0,0,0,0.0,0,0,6,5,3,0,0,7,42.77,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Center Back,8516,Naldo,29,29,28,2716,0,1,2,0,50,11,0,2.22,0,9,1790,1552,559,4,70,1328,7500.77,183,4,11,11,97,10,43,15,56,136,137,252,7,36,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Center Back,8239,Robin Knoche,11,9,8,855,2,1,1,0,3,1,1,0.84,0,3,608,528,142,0,15,469,2784.51,43,0,2,1,34,2,11,1,25,39,38,99,0,10,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Bayern Munich', 'Wolfsburg']",Left Center Back,3197,Dante,24,23,21,2177,1,0,6,2,15,2,1,0.91,0,4,1678,1477,470,0,43,1300,6782.25,100,1,3,2,89,7,30,10,50,90,99,239,2,42,19,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Center Back,9461,Timm Klose,8,7,7,668,1,0,1,0,6,2,1,0.37,0,0,485,434,115,0,23,360,2372.53,45,0,2,2,23,2,11,3,11,28,28,73,0,6,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Back,40469,Marcel Schäfer,21,14,10,1381,7,4,1,0,12,5,1,0.87,2,32,772,590,166,45,30,516,2841.3,59,10,14,5,41,6,4,1,19,24,58,156,9,11,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Back,5544,Ricardo Rodríguez,24,23,22,2160,1,1,3,0,26,9,2,1.92,3,33,1563,1266,360,68,116,1199,6233.01,90,9,24,19,83,8,15,6,60,59,129,280,26,26,19,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Defensive Midfield,8230,Josuha Guilavogui,30,26,19,2430,4,7,3,0,24,9,2,1.26,0,18,1449,1273,263,6,50,1152,4768.98,64,12,20,12,108,22,44,16,53,51,161,535,24,63,30,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Defensive Midfield,3545,Luiz Gustavo,22,22,16,1872,0,6,8,0,23,8,1,2.37,1,6,1087,955,169,7,40,957,5036.56,58,8,13,9,68,12,20,10,31,28,123,388,32,45,31,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Defensive Midfield,8235,Maximilian Arnold,31,22,15,2144,9,7,4,0,27,11,3,1.68,2,44,1252,1055,241,15,61,1108,6175.77,104,12,16,13,75,7,18,10,28,15,121,477,42,53,87,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Midfield,8521,Daniel Caligiuri,29,20,13,1920,9,7,4,0,41,19,2,2.65,5,26,844,644,136,48,22,967,6679.04,150,63,112,53,98,11,20,10,60,3,126,441,72,47,55,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Center Midfield,23267,Paul Seguin,4,2,1,190,2,1,0,0,2,2,0,0.22,0,1,76,57,12,3,3,61,316.64,6,1,1,0,5,0,0,0,2,2,5,41,1,0,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Wing,25152,Bruno Henrique,7,2,1,274,5,1,1,0,4,1,0,0.36,1,3,77,53,10,6,1,89,493.78,10,5,12,5,10,0,0,0,6,0,8,70,11,11,11,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Right Wing,8478,Ismail Azzaoui,2,0,0,26,2,0,0,0,0,0,0,0.0,0,0,9,7,0,2,0,9,105.45,3,2,1,1,2,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Attacking Midfield,28976,Francisco Rodríguez,1,0,0,14,1,0,0,0,0,0,0,0.0,0,1,19,16,5,0,1,18,124.6,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Schalke 04', 'Wolfsburg']",Center Attacking Midfield,3186,Julian Draxler,24,22,11,1830,2,10,4,1,44,19,6,5.07,5,35,842,676,133,27,57,831,5721.26,99,42,85,51,51,4,12,8,16,8,98,211,35,27,23,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Attacking Midfield,3089,Kevin De Bruyne,2,2,1,170,0,1,1,0,4,2,0,0.8,0,3,107,80,14,9,6,111,638.81,13,2,8,5,2,0,0,0,3,0,9,29,6,4,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Attacking Midfield,55966,Leandro Putaro,4,0,0,65,4,0,0,0,1,1,0,0.2,0,0,12,9,1,0,0,9,61.17,1,1,3,1,1,0,0,0,1,0,1,6,0,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Attacking Midfield,8386,Max Kruse,32,28,16,2516,4,12,3,0,61,29,6,6.76,6,45,1119,895,119,49,61,1015,6416.95,97,51,54,33,65,3,2,0,18,2,77,325,45,20,19,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Wing,10281,André Schürrle,29,21,13,1987,8,8,5,0,68,29,9,6.85,3,18,732,570,66,38,12,759,5397.71,126,65,74,34,54,5,12,4,25,11,94,338,44,27,31,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Left Wing,5474,Ivan Perišić,2,2,1,170,0,1,0,0,3,1,1,0.21,0,2,84,59,11,9,1,82,503.08,12,8,2,1,3,1,0,0,4,0,5,25,2,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Forward,10594,Bas Dost,22,14,6,1439,8,8,0,0,41,14,8,7.74,2,10,398,311,34,4,4,245,736.73,9,15,4,2,52,1,2,1,9,13,17,155,10,17,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Wolfsburg'],Center Forward,20200,Nicklas Bendtner,13,4,0,452,9,4,2,0,9,2,2,2.02,0,3,104,70,13,1,1,94,371.52,5,8,1,0,27,0,0,0,3,5,14,67,12,8,4,0,0,0,0,0,0
