competitions,season,main_team,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,goals,shots_on_target,xg_total,xg_avg,penalties,headers,assists,key_passes,passes_attempted,passes_completed,pass_accuracy,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_success_rate,dribble_overruns,duels_attempted,duels_won,duels_lost,duels_ratio,interceptions_attempted,interceptions_won,interceptions_lost,interceptions_ratio,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,fouls_balance,own_goals,gk_shots_faced,gk_saves,gk_save_ratio,gk_penalties_saved,gk_claims,gk_punches,gk_clearances,gk_smother,gk_sweeper,gk_errors,gk_goals_conceded,gk_clean_sheet
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Back,7237,Chaker Alhadhur,10,8,7,823.74,2,1,2,0,1,0,0,0.04,0.04,0,0,0,4,397,322,0.82,93,10,5,8.97,171.11,236,1217.24,21,0,6,4,0.5,0,62,8,54,0.11,28,13,15,0.59,29,12,44,165,5,16,8,-8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Back,4474,Emmanuel Imorou,15,15,12,1304.05,0,3,1,1,2,1,1,0.77,0.77,0,0,1,9,645,437,0.68,225,42,9,10.76,298.89,333,2294.02,45,4,9,4,0.54,0,39,6,33,0.14,27,10,17,0.56,57,42,63,210,7,12,21,9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,"['Saint-Étienne', 'Caen']",Right Defensive Midfield,3797,Ismaël Diomandé,13,8,4,756.11,5,4,2,0,5,0,0,0.11,0.08,0,0,0,7,359,303,0.86,67,1,16,1.16,271.54,298,1615.7,23,0,8,5,0.58,2,46,8,38,0.23,12,3,9,0.65,18,16,53,210,9,18,9,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Center Defensive Midfield,7344,Jordan Adéoti,32,16,13,1850.81,16,3,6,0,8,0,3,0.66,0.62,0,2,0,3,611,463,0.71,169,2,17,-3.41,638.34,470,3637.79,67,2,22,11,0.42,1,82,9,73,0.15,28,17,11,0.76,53,52,128,446,19,29,23,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Center Defensive Midfield,40698,Nicolas Seube,33,24,12,2269.84,9,12,6,1,15,0,1,0.67,0.6,0,0,1,10,815,635,0.78,239,3,22,0.85,656.58,516,2802.69,44,1,10,6,0.6,0,134,25,109,0.21,28,10,18,0.62,73,54,123,730,6,51,31,-20,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Midfield,7726,Jeff Louis,18,7,2,758.66,11,5,2,0,20,1,5,1.74,0.79,0,4,0,6,185,142,0.72,24,1,0,-9.24,270.31,225,1873.78,33,10,22,14,0.65,2,24,5,19,0.24,3,1,2,0.89,15,7,41,181,15,20,22,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Midfield,4539,Jordan N'Kololo,16,5,2,605.81,11,3,4,1,10,0,3,0.69,0.51,0,2,0,8,220,161,0.74,44,11,6,-3.85,305.79,245,1626.47,35,9,19,9,0.52,2,30,2,28,0.05,11,8,3,0.84,14,4,50,152,27,15,17,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Center Midfield,4255,Jean-Victor Makengo,10,5,2,457.89,5,3,1,0,2,0,0,0.04,0.04,0,0,0,3,135,107,0.74,27,1,4,-4.07,186.25,132,918.68,16,0,7,4,0.57,0,21,4,17,0.12,6,2,4,0.75,15,2,31,165,8,8,6,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Center Midfield,2979,Jonathan Delaplace,22,21,9,1612.3,1,12,2,0,18,0,5,1.2,0.72,0,1,1,15,611,429,0.69,112,21,12,-4.84,380.17,450,2783.07,48,15,16,6,0.31,4,73,11,62,0.15,23,10,13,0.6,35,15,88,486,15,28,24,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Center Midfield,40701,Jordan Leborgne,14,7,2,705.27,7,5,3,0,8,0,5,0.39,0.19,0,0,1,7,241,175,0.71,59,2,10,-4.45,275.75,201,1195.69,26,2,14,7,0.49,0,26,4,22,0.19,10,2,8,0.74,19,8,53,177,12,7,16,9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Center Midfield,2959,Julien Féret,38,37,32,3420.05,1,5,1,0,33,4,12,3.7,3.07,1,1,8,63,1774,1228,0.69,492,49,77,7.27,813.45,1346,8771.28,189,26,63,31,0.49,5,113,12,101,0.12,46,21,25,0.7,79,52,270,612,70,18,55,37,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Midfield,2991,Hervé Bazile,25,11,3,1152.36,14,8,1,0,33,0,11,1.5,0.69,0,1,3,16,409,235,0.57,73,56,28,4.72,491.29,365,2542.93,54,24,38,19,0.49,4,50,7,43,0.14,22,7,15,0.71,21,11,46,224,32,14,15,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Midfield,106683,Saïdi Ntibazonkiza,13,6,3,645.15,7,3,0,0,21,1,7,1.67,0.58,0,3,0,10,162,104,0.69,32,13,5,3.98,213.2,213,1781.91,46,16,27,12,0.49,4,28,5,23,0.2,5,3,2,0.88,22,2,46,148,22,12,19,7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Midfield,2992,Vincent Bessat,35,32,18,2855.19,3,14,2,0,40,1,11,2.03,1.12,0,3,1,31,1220,826,0.66,297,87,34,19.73,709.19,902,6515.81,152,30,58,38,0.68,5,120,14,106,0.12,36,11,25,0.61,61,52,158,540,39,23,24,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Wing,2970,Christian Kouakou,6,0,0,155.58,6,0,1,0,5,1,3,0.34,0.25,0,0,0,0,36,24,0.79,5,2,1,-1.4,100.04,38,220.81,3,3,2,1,0.5,0,4,0,4,0.0,1,0,1,0.83,1,1,6,30,3,6,2,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,"['Lille', 'Caen']",Right Wing,2955,Ronny Rodelin,35,34,21,2963.1,1,13,1,0,76,10,28,5.46,2.4,0,14,2,36,1166,730,0.63,270,66,51,-7.07,685.43,845,4730.17,81,36,45,26,0.56,0,127,11,116,0.09,27,13,14,0.69,56,39,160,389,40,21,44,23,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Center Forward,3038,Andy Delort,36,34,30,3281.93,2,4,5,0,143,12,62,14.21,3.9,5,26,2,37,1025,573,0.56,171,75,27,6.2,589.07,951,6543.36,139,117,89,41,0.45,5,239,10,229,0.04,15,8,7,0.87,48,12,174,524,123,89,80,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Goalkeeper,401508,Clément Maury,33,33,33,3128.04,0,0,1,0,0,0,0,0.0,0.0,0,0,1,1,1271,753,0.59,1055,0,46,-0.43,1682.93,653,4579.95,94,0,2,1,0.5,0,0,0,0,,0,0,0,1.0,1,1,246,14,0,0,4,4,0,222.0,94.0,0.56,0.0,33.0,26.0,19.0,5.0,60.0,69.0,55.0,4.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Goalkeeper,7515,Jules Goda,3,3,2,230.7,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,92,58,0.64,67,0,2,0.21,136.2,47,256.25,5,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,22,2,0,0,1,1,0,14.0,6.0,0.83,0.0,8.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Goalkeeper,45415,Paul Guerin,2,1,1,151.62,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,48,21,0.44,42,0,1,0.02,117.05,11,104.65,1,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,8,0,0,0,0,0,0,15.0,7.0,0.84,0.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Back,90746,Alassane Touré,13,11,8,1002.18,2,3,5,0,7,1,2,0.29,0.15,0,1,0,7,504,376,0.74,151,26,6,-13.27,279.43,340,2011.25,43,9,23,16,0.64,2,49,14,35,0.39,17,5,12,0.5,21,18,63,230,10,26,22,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Back,7428,Alexandre Coeff,23,21,19,2012.46,2,2,5,0,8,0,2,0.2,0.2,0,1,1,17,1147,842,0.72,391,48,27,-18.24,525.0,721,3897.01,91,5,12,8,0.72,1,92,14,78,0.13,48,21,27,0.5,46,63,102,387,12,26,14,-12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Back,2953,Kader Mangane,30,27,26,2604.09,3,1,7,0,15,1,1,1.45,1.21,0,5,1,7,1006,753,0.74,403,4,25,-3.04,779.72,724,5186.11,102,3,10,7,0.7,1,112,20,92,0.19,40,14,26,0.53,41,178,138,339,11,38,21,-17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Back,7808,Rodéric Filippi,25,21,20,2075.5,4,1,10,2,15,2,4,1.09,0.78,0,11,0,4,785,622,0.77,281,1,40,-9.04,648.26,495,2723.87,41,3,3,3,1.0,0,110,12,98,0.09,52,7,45,0.29,40,144,93,261,2,31,28,-3,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Center Back,7603,Jérémie Bréchet,22,22,20,1940.33,0,2,0,0,1,0,0,0.01,0.01,0,0,0,1,845,704,0.84,320,0,19,9.31,544.04,541,3775.41,77,1,2,2,1.0,0,50,5,45,0.1,28,11,17,0.53,31,91,75,177,5,10,14,4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Back,4352,Issiaga Sylla,34,29,29,2921.09,5,0,9,2,23,0,3,0.85,0.32,0,4,4,25,1619,1140,0.7,460,106,45,14.09,704.44,1150,8204.43,208,18,60,33,0.55,0,169,36,133,0.23,81,32,49,0.45,85,89,224,643,65,63,23,-40,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Back,3207,Pablo Jean Antoine Martínez,27,25,22,2304.05,2,3,4,0,9,0,1,0.3,0.27,0,2,1,6,1090,825,0.76,371,28,20,20.79,609.32,673,3696.52,75,3,14,11,0.79,0,89,11,78,0.16,45,14,31,0.51,60,109,104,347,12,28,29,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Center Defensive Midfield,401507,Jérôme Le Moigne,30,26,20,2490.44,4,6,14,1,13,0,2,0.56,0.39,0,2,1,9,1216,976,0.76,277,6,38,-1.89,636.3,818,4184.43,54,2,13,8,0.65,0,92,12,80,0.14,42,17,25,0.53,53,72,135,458,14,53,23,-30,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Midfield,310534,Louis Poggi,14,8,1,746.19,6,7,1,0,10,0,3,0.87,0.4,0,1,1,2,153,87,0.55,38,18,7,-8.36,296.14,124,788.5,17,7,6,3,0.58,1,34,0,34,0.0,7,1,6,0.68,20,12,28,128,7,5,6,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Midfield,7389,Amos Youga,18,14,8,1245.78,4,6,4,1,13,0,1,0.48,0.35,0,0,1,9,560,391,0.73,161,20,31,0.09,412.88,463,2820.01,51,2,15,11,0.72,2,50,7,43,0.24,13,7,6,0.72,28,20,95,315,22,41,16,-25,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Midfield,401509,David Ducourtioux,32,28,23,2698.78,4,5,11,0,30,0,5,0.93,0.52,0,1,2,27,1530,1117,0.73,459,66,88,-6.85,729.17,1206,5663.23,92,12,30,14,0.47,5,115,19,96,0.22,29,5,24,0.57,42,43,189,606,23,62,42,-20,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Center Midfield,31911,Damjan Đoković,33,26,16,2413.26,7,10,9,0,41,2,9,2.52,1.0,0,1,4,45,1263,865,0.68,342,68,83,15.44,787.29,842,4063.57,61,8,7,4,0.57,0,85,14,71,0.25,20,2,18,0.62,46,52,128,545,19,64,19,-45,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Center Attacking Midfield,403155,Amine Chermiti,8,4,0,289.44,4,4,0,0,6,0,2,0.68,0.22,0,1,0,1,84,60,0.72,10,1,2,-3.45,131.12,59,286.64,6,2,0,0,,0,20,0,20,0.0,0,0,0,1.0,5,0,10,70,1,5,5,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Center Attacking Midfield,10616,Mohamed Larbi,29,25,12,2275.59,4,13,0,0,42,8,18,4.11,2.44,2,1,3,42,1123,845,0.74,193,32,40,6.91,555.85,939,5320.37,81,31,58,32,0.59,3,87,14,73,0.17,12,10,2,0.95,35,13,164,608,40,23,17,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Wing,7430,Kévin Mayi,23,8,3,1039.4,15,5,1,0,30,3,11,2.67,1.39,0,8,1,5,277,183,0.6,32,15,5,1.69,371.87,294,2415.99,63,22,31,9,0.32,2,39,7,32,0.16,7,2,5,0.88,17,6,54,170,30,14,10,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Forward,40536,Issiar Dia,11,5,1,391.1,6,4,0,0,6,0,0,0.39,0.29,0,0,0,4,124,82,0.63,18,12,2,-0.2,176.91,153,1241.27,29,15,15,9,0.58,0,19,1,18,0.04,0,0,0,1.0,0,0,18,32,12,2,8,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Forward,7721,John Tshibumbu,22,12,4,1136.85,10,8,6,0,32,3,8,3.78,1.68,0,13,0,6,308,203,0.68,33,13,4,-1.64,322.38,267,1359.01,23,9,9,4,0.42,1,80,3,77,0.03,6,3,3,0.89,19,2,49,231,22,25,26,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Right Center Forward,5726,Khalid Boutaïb,30,21,12,1939.87,9,9,3,0,52,5,15,5.48,2.61,0,16,1,26,680,474,0.7,79,16,6,-6.53,438.31,521,2410.15,40,52,24,12,0.58,1,201,17,184,0.1,14,7,7,0.79,40,19,84,570,44,49,31,-18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Left Center Forward,401505,Jacques Zoua Daogari,30,25,16,2370.05,5,9,1,0,48,4,18,4.64,2.52,1,10,3,31,764,588,0.78,70,16,5,6.24,442.24,782,4729.51,83,50,45,21,0.43,2,149,1,148,0.01,3,0,3,0.9,23,10,103,326,64,32,44,12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Gazélec Ajaccio,['Gazélec Ajaccio'],Center Forward,401506,Grégory Pujol,19,12,5,1199.92,7,7,2,0,28,5,12,2.53,1.62,0,4,0,10,328,231,0.71,38,6,5,-5.14,287.53,267,1578.31,29,22,14,7,0.53,1,81,2,79,0.04,4,2,2,0.89,26,13,54,234,23,32,9,-23,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Goalkeeper,3322,Jonas Lössl,37,37,37,3525.78,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1115,612,0.55,915,0,29,0.44,1959.65,433,2861.25,60,0,1,1,1.0,0,0,0,0,,1,0,1,0.97,1,0,209,2,0,0,6,6,0,317.0,115.0,0.69,2.0,58.0,17.0,10.0,1.0,52.0,73.0,55.0,13.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Goalkeeper,2967,Mamadou Samassa,1,1,1,95.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,31,16,0.52,31,0,0,-0.02,56.13,11,41.22,0,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,6,0,0,0,0,0,0,8.0,2.0,0.67,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,"['Troyes', 'Guingamp']",Right Back,3364,Jonathan Martins-Pereira,27,27,22,2392.58,0,5,7,0,7,0,3,0.71,0.71,0,1,5,18,1569,1215,0.77,462,43,14,-22.07,512.45,963,5594.83,124,20,20,13,0.6,1,103,14,89,0.11,46,19,27,0.51,57,64,129,418,24,41,15,-26,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Back,20199,Lars Jacobsen,32,31,29,2907.84,1,2,3,0,3,0,1,0.11,0.11,0,0,2,12,1187,862,0.72,410,32,21,-6.42,648.86,583,3342.35,80,8,15,5,0.42,1,73,6,67,0.08,20,8,12,0.77,52,78,75,340,6,19,17,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Center Back,40527,Benjamin Angoua,17,13,13,1324.95,4,0,4,0,4,1,2,0.46,0.32,0,2,0,1,480,371,0.75,142,2,9,-0.91,396.42,294,1485.51,19,3,1,1,1.0,0,45,7,38,0.14,18,3,15,0.52,21,79,45,148,1,22,5,-17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Center Back,2936,Christophe Kerbrat,29,29,28,2737.69,0,1,7,0,4,0,0,0.2,0.16,0,2,0,4,1107,872,0.77,384,4,51,-11.83,738.87,706,4825.77,108,4,3,2,0.5,0,115,17,98,0.14,56,15,41,0.4,52,177,113,343,3,26,21,-5,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Center Back,91209,Franck Hery,3,3,3,289.02,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,119,96,0.8,44,0,2,-0.43,80.52,83,708.21,12,0,0,0,,0,5,1,4,0.12,6,0,6,0.0,7,12,19,43,0,1,6,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Center Back,3124,Jérémy Sorbon,34,34,33,3204.29,0,1,2,0,8,2,2,0.9,0.54,0,5,0,1,1248,1064,0.83,337,2,63,13.57,846.5,877,5530.0,92,1,6,4,0.67,0,97,19,78,0.22,49,23,26,0.61,66,155,149,342,6,22,43,21,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Back,30182,Dorian Lévêque,14,13,12,1277.46,1,1,2,0,8,1,3,0.51,0.29,0,0,0,0,613,423,0.68,220,12,7,12.35,306.23,326,2220.97,44,5,17,10,0.64,0,56,13,43,0.23,13,7,6,0.7,31,35,69,181,10,19,20,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Back,7308,Laurent Dos Santos,9,6,6,646.11,3,0,1,0,1,0,1,0.01,0.01,0,0,0,2,266,171,0.62,111,9,11,6.01,201.18,127,936.95,18,0,7,5,0.73,0,31,5,26,0.14,10,4,6,0.59,14,29,21,136,3,8,3,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Back,401524,Maxime Baca,2,2,2,192.29,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,74,51,0.72,31,2,0,-0.33,46.26,44,286.67,5,0,0,0,,0,6,3,3,0.3,6,3,3,0.7,7,12,6,26,0,1,4,3,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Back,401513,Reynald Lemaître,6,5,4,472.44,1,1,2,0,1,0,0,0.14,0.14,0,1,0,0,221,131,0.6,102,6,4,3.43,133.83,101,547.31,13,0,3,1,0.33,1,21,2,19,0.1,5,1,4,0.5,15,17,14,89,3,5,3,-2,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Defensive Midfield,401525,Julien Cardy,14,4,2,564.06,10,2,1,0,5,0,1,0.78,0.75,0,0,0,2,250,179,0.71,61,4,6,-2.35,267.18,161,759.34,10,0,1,0,0.0,0,29,2,27,0.05,10,2,8,0.69,10,13,32,131,4,13,8,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Defensive Midfield,401512,Lionel Mathis,20,17,14,1555.13,3,3,6,1,11,0,2,0.51,0.39,0,1,1,6,777,623,0.76,188,6,19,-0.2,407.11,543,2832.48,52,1,2,2,1.0,0,72,12,60,0.16,15,2,13,0.62,25,40,69,356,5,35,31,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Defensive Midfield,3121,Mustapha Diallo,30,21,11,2018.91,9,10,12,0,16,1,9,1.76,1.34,0,8,2,5,750,565,0.74,137,2,8,-1.89,546.51,490,2236.85,20,7,15,11,0.83,0,125,15,110,0.13,29,11,18,0.63,70,67,115,432,24,53,35,-18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Defensive Midfield,3348,Younousse Sankharé,33,33,32,3131.55,0,1,9,2,30,6,12,2.69,2.01,0,8,2,12,1368,1040,0.74,353,13,22,2.27,654.65,1147,7781.13,158,14,68,42,0.63,5,135,30,105,0.22,47,29,18,0.68,75,43,228,753,44,54,53,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Midfield,7406,Julien Bègue,3,0,0,61.43,3,0,1,0,2,0,1,0.48,0.24,0,0,0,0,17,8,0.5,1,1,0,-0.9,36.7,18,250.1,5,3,4,3,0.5,0,1,0,1,0.0,0,0,0,1.0,1,0,6,9,1,1,2,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Midfield,3235,Ludovic Blas,14,6,1,684.91,8,5,1,0,11,1,4,0.9,0.47,0,0,2,5,224,149,0.64,50,10,11,-1.85,289.81,227,1686.17,44,9,28,14,0.48,1,36,5,31,0.07,12,5,7,0.79,21,4,46,194,21,17,10,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Midfield,3363,Marcus Coco,30,20,5,1810.65,10,15,6,0,22,1,7,1.7,1.14,0,3,1,15,451,275,0.59,86,31,8,-11.73,492.08,557,4936.69,118,47,87,39,0.48,3,140,17,123,0.15,22,13,9,0.78,46,10,109,545,85,71,54,-17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Midfield,23784,Nill De Pauw,13,3,0,415.97,10,3,2,0,10,0,3,0.61,0.58,0,2,0,3,151,93,0.61,30,11,8,-10.54,233.8,134,755.95,19,2,5,3,0.6,0,19,3,16,0.22,5,1,4,0.77,10,7,24,109,7,8,3,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
